,Date_time,Node ,Battery Current,PV sc Current,Wind Speed,Temperature,Humidity,Battery Voltage
26696,2018-08-19 02:35:57,"13,4",-13.7,-0.3,1.83,22.14,72.88,4.18
26698,2018-08-19 02:37:57,"13,4",-13.8,-0.4,3.14,22.07,73.14,4.18
26718,2018-08-19 02:58:00,"13,4",-13.5,-0.1,3.72,21.54,75.66,4.19
26722,2018-08-19 03:02:01,"13,4",-13.6,-0.4,1.83,21.39,76.11,4.18
26730,2018-08-19 03:10:02,"13,4",-13.8,-0.1,4.05,21.27,76.91,4.17
26734,2018-08-19 03:14:03,"13,4",-13.8,-0.1,4.83,21.13,77.44,4.17
26736,2018-08-19 03:16:03,"13,4",-13.7,-0.1,3.4,21.1,77.59,4.18
26748,2018-08-19 03:28:05,"13,4",-13.7,-0.2,3.46,20.95,78.61,4.18
26750,2018-08-19 03:30:05,"13,4",-13.7,-0.3,3.53,20.86,78.89,4.18
26754,2018-08-19 03:34:06,"13,4",-13.7,-0.4,3.98,20.82,79.32,4.17
26766,2018-08-19 03:46:07,"13,4",-13.9,-0.4,1.37,20.8,79.08,4.17
26768,2018-08-19 03:48:08,"13,4",-13.4,-0.2,2.74,20.81,79.27,4.17
26770,2018-08-19 03:50:08,"13,4",-13.7,-0.1,1.5,20.8,79.16,4.17
26774,2018-08-19 03:54:09,"13,4",-13.6,-0.3,1.31,20.76,79.62,4.17
26776,2018-08-19 03:56:09,"13,4",-13.5,-0.2,1.96,20.74,79.54,4.17
26780,2018-08-19 04:00:09,"13,4",-13.6,-0.1,1.89,20.67,79.94,4.17
26782,2018-08-19 04:02:10,"13,4",-13.5,-0.2,1.89,20.64,79.81,4.17
26788,2018-08-19 04:08:11,"13,4",-13.6,-0.3,2.55,20.59,80.23,4.17
26798,2018-08-19 04:18:12,"13,4",-13.8,-0.4,2.42,20.45,80.79,4.17
26802,2018-08-19 04:22:13,"13,4",-13.9,-0.2,3.72,20.34,81.28,4.16
26850,2018-08-19 05:10:20,"13,4",-13.5,-0.1,3.79,19.78,83.42,4.17
26852,2018-08-19 05:12:21,"13,4",-14.0,-0.3,3.27,19.8,83.37,4.17
26860,2018-08-19 05:20:22,"13,4",-13.7,-0.4,3.66,19.66,84.11,4.17
26866,2018-08-19 05:26:23,"13,4",-13.6,-0.1,2.35,19.63,84.01,4.16
26880,2018-08-19 05:40:25,"13,4",-13.9,-0.4,2.48,19.57,84.43,4.17
26902,2018-08-19 06:02:29,"13,4",-13.7,-0.2,2.29,19.47,84.51,4.16
26906,2018-08-19 06:06:29,"13,4",-13.5,-0.4,3.2,19.39,84.91,4.16
26908,2018-08-19 06:08:29,"13,4",-13.8,-0.4,0.91,19.36,84.98,4.16
26910,2018-08-19 06:10:30,"13,4",-13.7,-0.3,3.27,19.35,85.01,4.16
26928,2018-08-19 06:28:33,"13,4",-13.9,-0.5,2.16,19.28,85.36,4.16
26930,2018-08-19 06:30:33,"13,4",-13.6,0.0,2.03,19.26,85.4,4.16
26932,2018-08-19 06:32:33,"13,4",-13.7,-0.2,2.87,19.24,85.34,4.16
26934,2018-08-19 06:34:34,"13,4",-13.7,-0.3,2.87,19.22,85.49,4.15
26938,2018-08-19 06:38:34,"13,4",-13.7,-0.4,2.48,19.24,85.24,4.15
26942,2018-08-19 06:42:35,"13,4",-13.4,-0.1,1.57,19.24,85.1,4.15
26944,2018-08-19 06:44:35,"13,4",-13.5,-0.3,1.83,19.24,84.91,4.17
26956,2018-08-19 06:56:37,"13,4",-13.7,-0.1,2.74,19.08,85.7,4.15
26964,2018-08-19 07:04:39,"13,4",-13.6,0.0,1.31,19.09,85.51,4.16
26966,2018-08-19 07:06:39,"13,4",-13.6,-0.1,2.68,19.1,85.34,4.16
26972,2018-08-19 07:12:40,"13,4",-13.9,-0.4,1.57,19.07,85.33,4.15
26980,2018-08-19 07:20:41,"13,4",-13.4,-0.1,2.68,19.06,85.23,4.17
26992,2018-08-19 07:32:43,"13,4",-13.6,0.9,1.5,19.02,85.25,4.15
26996,2018-08-19 07:36:44,"13,4",-13.5,1.1,1.89,19.0,85.44,4.15
27000,2018-08-19 07:40:44,"13,4",-13.7,1.8,3.33,18.99,85.29,4.15
27002,2018-08-19 07:42:45,"13,4",-13.7,2.5,1.63,18.96,85.55,4.15
27004,2018-08-19 07:44:45,"13,4",-13.7,3.1,2.55,18.92,85.74,4.15
27032,2018-08-19 08:12:50,"13,4",14.0,22.0,0.52,19.02,85.35,4.15
27034,2018-08-19 08:14:50,"13,4",13.8,24.2,0.98,19.04,85.25,4.16
27036,2018-08-19 08:16:50,"13,4",14.2,26.6,0.33,19.06,85.11,4.15
27040,2018-08-19 08:20:51,"13,4",13.8,31.1,1.31,19.11,84.9,4.16
27048,2018-08-19 08:28:52,"13,4",21.2,40.3,1.89,19.27,84.49,4.15
27050,2018-08-19 08:30:53,"13,4",23.5,42.6,0.91,19.3,84.18,4.16
27054,2018-08-19 08:34:53,"13,4",28.4,47.9,2.74,19.38,84.2,4.16
27062,2018-08-19 08:42:54,"13,4",37.6,57.6,2.61,19.52,83.43,4.17
27072,2018-08-19 08:52:56,"13,4",53.4,73.2,1.37,19.74,82.95,4.17
27082,2018-08-19 09:02:57,"13,4",66.0,86.8,3.46,20.0,82.08,4.19
27090,2018-08-19 09:10:59,"13,4",80.5,101.0,2.61,20.16,81.47,4.19
27092,2018-08-19 09:12:59,"13,4",85.0,104.4,2.22,20.22,81.16,4.19
27102,2018-08-19 09:23:00,"13,4",73.0,117.9,3.27,20.56,79.99,4.2
27106,2018-08-19 09:27:01,"13,4",66.4,122.8,2.09,20.66,79.36,4.2
27116,2018-08-19 09:37:02,"13,4",56.2,138.2,3.27,20.88,78.44,4.2
27122,2018-08-19 09:43:03,"13,4",51.5,148.3,1.83,21.16,77.66,4.2
27134,2018-08-19 09:55:05,"13,4",43.9,165.2,2.81,21.68,75.76,4.21
27142,2018-08-19 10:03:06,"13,4",39.5,176.8,2.94,21.9,74.94,4.21
27144,2018-08-19 10:05:06,"13,4",38.5,178.5,4.9,21.97,74.38,4.2
27146,2018-08-19 10:07:07,"13,4",36.9,181.7,3.66,21.98,74.33,4.21
27168,2018-08-19 10:29:10,"13,4",27.6,213.3,0.91,22.79,71.34,4.21
27184,2018-08-19 10:45:12,"13,4",22.4,233.1,2.68,23.53,68.53,4.21
27194,2018-08-19 10:55:13,"13,4",20.0,244.8,2.87,23.96,66.65,4.21
27198,2018-08-19 10:59:14,"13,4",19.1,249.9,2.87,24.15,66.24,4.21
27200,2018-08-19 11:01:14,"13,4",18.6,251.9,3.27,24.31,65.77,4.21
27202,2018-08-19 11:03:14,"13,4",18.9,254.3,1.96,24.48,65.07,4.21
27204,2018-08-19 11:05:14,"13,4",18.5,256.3,3.0,24.55,64.76,4.21
27214,2018-08-19 11:15:15,"13,4",16.0,267.0,2.16,25.03,63.12,4.21
27224,2018-08-19 11:25:17,"13,4",14.6,277.3,2.87,25.48,61.18,4.21
27228,2018-08-19 11:29:17,"13,4",14.5,281.3,3.0,25.63,61.02,4.22
27230,2018-08-19 11:31:17,"13,4",14.5,283.8,2.03,25.81,60.54,4.21
27238,2018-08-19 11:39:18,"13,4",12.3,289.6,2.09,26.34,58.44,4.21
27248,2018-08-19 11:49:19,"13,4",0.0,296.6,3.07,27.03,56.65,4.21
27250,2018-08-19 11:51:20,"13,4",-0.2,298.8,2.29,27.02,56.37,4.21
27252,2018-08-19 11:53:20,"13,4",-0.2,301.2,2.29,27.12,56.51,4.21
27254,2018-08-19 11:55:20,"13,4",-0.2,303.0,4.05,27.23,55.96,4.21
27266,2018-08-19 12:07:21,"13,4",0.0,309.2,2.68,27.87,53.84,4.21
27268,2018-08-19 12:09:21,"13,4",-0.3,311.6,1.76,27.94,53.53,4.22
27270,2018-08-19 12:11:22,"13,4",-0.1,313.0,3.33,27.99,53.41,4.21
27272,2018-08-19 12:13:22,"13,4",-0.3,313.9,1.44,28.08,53.39,4.21
27292,2018-08-19 12:33:24,"13,4",-0.1,325.1,2.16,29.35,49.58,4.21
27306,2018-08-19 12:47:25,"13,4",0.0,331.3,1.76,29.93,47.95,4.21
27308,2018-08-19 12:49:25,"13,4",0.0,332.3,2.29,29.99,47.69,4.21
27316,2018-08-19 12:57:26,"13,4",-0.2,333.1,1.89,30.52,46.16,4.21
27336,2018-08-19 13:17:27,"13,4",-0.2,337.0,3.07,31.62,42.5,4.21
27340,2018-08-19 13:21:27,"13,4",-0.1,337.4,3.0,31.82,42.15,4.21
27350,2018-08-19 13:31:28,"13,4",-0.1,339.3,1.31,32.13,40.91,4.22
27356,2018-08-19 13:37:29,"13,4",12.4,339.9,1.57,32.25,41.03,4.22
27360,2018-08-19 13:41:29,"13,4",-0.2,339.4,2.81,32.65,38.61,4.21
27366,2018-08-19 13:47:29,"13,4",-0.2,338.9,1.57,32.75,38.9,4.21
27372,2018-08-19 13:53:30,"13,4",-0.1,339.0,2.29,33.16,37.93,4.22
27382,2018-08-19 14:03:30,"13,4",0.0,337.1,3.4,33.49,37.51,4.22
27390,2018-08-19 14:11:31,"13,4",0.0,335.9,0.91,34.15,36.3,4.22
27394,2018-08-19 14:15:31,"13,4",-0.1,330.4,3.92,34.44,36.26,4.21
27438,2018-08-19 14:59:33,"13,4",0.0,310.5,2.42,35.49,32.1,4.21
27448,2018-08-19 15:09:34,"13,4",0.0,305.9,0.85,36.65,30.19,4.21
27456,2018-08-19 15:17:34,"13,4",-0.1,297.1,4.18,36.36,29.8,4.22
27470,2018-08-19 15:31:35,"13,4",-0.2,289.3,2.81,37.08,28.32,4.22
27478,2018-08-19 15:39:35,"13,4",-0.5,284.0,2.81,37.56,27.09,4.21
27482,2018-08-19 15:43:35,"13,4",-0.3,280.6,2.35,37.5,26.9,4.21
27490,2018-08-19 15:51:36,"13,4",-0.1,244.9,1.63,37.4,27.01,4.21
27496,2018-08-19 15:57:36,"13,4",-0.5,144.3,1.18,37.71,26.73,4.21
27498,2018-08-19 15:59:36,"13,4",-0.2,110.2,3.27,37.45,26.83,4.22
27504,2018-08-19 16:05:36,"13,4",-0.1,56.4,4.31,37.21,26.92,4.21
27514,2018-08-19 16:15:37,"13,4",-0.1,54.8,3.66,37.08,26.95,4.22
27530,2018-08-19 16:31:37,"13,4",13.1,48.8,0.78,37.74,25.77,4.22
27536,2018-08-19 16:37:37,"13,4",-0.1,49.9,1.05,37.95,25.22,4.22
27540,2018-08-19 16:41:38,"13,4",13.4,48.7,4.18,37.99,24.14,4.22
27550,2018-08-19 16:51:38,"13,4",12.7,51.1,3.72,36.72,26.07,4.22
27576,2018-08-19 17:17:39,"13,4",-0.3,43.8,2.03,37.31,25.29,4.21
27586,2018-08-19 17:27:40,"13,4",-0.4,53.6,2.68,37.76,24.05,4.22
27592,2018-08-19 17:33:40,"13,4",0.1,51.5,2.29,37.81,24.2,4.21
27606,2018-08-19 17:47:41,"13,4",0.0,53.9,1.37,37.33,24.47,4.22
27610,2018-08-19 17:51:41,"13,4",-0.2,55.9,3.85,37.2,24.31,4.22
27614,2018-08-19 17:55:41,"13,4",0.0,59.5,1.57,37.4,24.02,4.21
27620,2018-08-19 18:01:41,"13,4",-0.3,73.8,1.63,37.12,24.46,4.22
27638,2018-08-19 18:19:42,"13,4",-0.2,81.9,1.24,36.89,24.93,4.21
27652,2018-08-19 18:33:43,"13,4",0.0,64.5,3.79,36.81,25.85,4.22
27660,2018-08-19 18:41:43,"13,4",12.3,53.0,1.7,36.26,26.11,4.22
27664,2018-08-19 18:45:43,"13,4",-0.1,52.9,3.4,35.84,26.67,4.23
27688,2018-08-19 19:09:44,"13,4",15.3,33.3,3.79,35.43,27.09,4.22
27704,2018-08-19 19:25:45,"13,4",-13.8,21.3,1.44,35.05,27.35,4.22
27706,2018-08-19 19:27:45,"13,4",-13.8,21.0,2.42,34.93,27.34,4.21
27708,2018-08-19 19:29:45,"13,4",15.4,20.5,1.83,34.9,27.42,4.22
27718,2018-08-19 19:39:46,"13,4",14.9,19.5,2.87,34.17,28.68,4.23
27730,2018-08-19 19:51:46,"13,4",14.7,17.3,2.87,33.62,29.8,4.22
27738,2018-08-19 19:59:47,"13,4",14.7,15.6,3.79,33.22,30.17,4.22
27740,2018-08-19 20:01:47,"13,4",15.7,15.1,4.9,33.09,30.3,4.21
27742,2018-08-19 20:03:47,"13,4",14.5,15.0,3.92,32.98,30.4,4.22
27744,2018-08-19 20:05:47,"13,4",15.6,14.3,2.74,32.89,30.51,4.22
27750,2018-08-19 20:11:48,"13,4",15.2,12.8,4.31,32.75,30.78,4.21
27752,2018-08-19 20:13:48,"13,4",-13.8,12.5,4.12,32.72,30.67,4.22
27756,2018-08-19 20:17:48,"13,4",-13.9,11.7,3.53,32.48,30.91,4.22
27758,2018-08-19 20:19:48,"13,4",-13.8,11.2,4.05,32.36,31.01,4.22
27764,2018-08-19 20:25:49,"13,4",-13.7,10.0,3.53,32.2,31.49,4.21
27774,2018-08-19 20:35:49,"13,4",-13.8,7.4,3.85,31.71,32.1,4.21
27776,2018-08-19 20:37:49,"13,4",-13.6,7.1,2.87,31.65,32.16,4.21
27778,2018-08-19 20:39:50,"13,4",-14.0,6.8,4.51,31.6,32.05,4.21
27786,2018-08-19 20:47:50,"13,4",-13.8,4.7,2.55,31.33,32.71,4.22
27788,2018-08-19 20:49:50,"13,4",-13.7,4.5,3.27,31.19,32.98,4.22
27794,2018-08-19 20:55:51,"13,4",-13.5,3.0,3.79,30.98,33.25,4.21
27804,2018-08-19 21:05:52,"13,4",-13.5,1.1,3.66,30.63,33.85,4.22
27806,2018-08-19 21:07:52,"13,4",-13.6,1.1,4.57,30.58,33.81,4.21
27810,2018-08-19 21:11:52,"13,4",-13.8,0.4,2.74,30.43,34.12,4.21
27820,2018-08-19 21:21:53,"13,4",-13.6,-0.3,2.61,30.05,34.86,4.21
27828,2018-08-19 21:29:54,"13,4",-13.7,-0.1,3.27,29.76,35.68,4.21
27832,2018-08-19 21:33:54,"13,4",-14.0,-0.3,3.53,29.66,35.95,4.21
27836,2018-08-19 21:37:55,"13,4",-13.9,-0.4,2.81,29.56,36.22,4.21
27868,2018-08-19 22:09:58,"13,4",-13.7,-0.4,2.22,28.75,38.29,4.21
27880,2018-08-19 22:21:59,"13,4",-13.4,-0.3,2.42,28.42,39.29,4.21
27888,2018-08-19 22:30:00,"13,4",-13.8,-0.2,1.89,28.24,39.62,4.2
27900,2018-08-19 22:42:02,"13,4",-13.8,-0.2,2.22,27.91,40.57,4.2
27906,2018-08-19 22:48:02,"13,4",-13.9,-0.3,2.09,27.78,40.8,4.2
27910,2018-08-19 22:52:03,"13,4",-13.6,-0.3,1.5,27.68,41.19,4.21
27914,2018-08-19 22:56:03,"13,4",-13.9,-0.3,2.55,27.61,41.39,4.2
27920,2018-08-19 23:02:04,"13,4",-13.7,-0.2,2.94,27.51,41.58,4.2
27924,2018-08-19 23:06:04,"13,4",-13.6,-0.1,1.89,27.38,41.98,4.2
27940,2018-08-19 23:22:06,"13,4",-13.7,-0.3,1.63,27.08,42.68,4.2
27942,2018-08-19 23:24:06,"13,4",-13.6,-0.2,2.16,27.02,42.81,4.2
27948,2018-08-19 23:30:07,"13,4",-13.5,-0.2,1.83,26.94,43.0,4.19
27950,2018-08-19 23:32:07,"13,4",-13.7,-0.3,3.2,26.87,43.23,4.2
27960,2018-08-19 23:42:09,"13,4",-13.8,-0.4,1.44,26.67,43.58,4.2
27962,2018-08-19 23:44:09,"13,4",-13.8,-0.5,1.89,26.64,43.77,4.19
27964,2018-08-19 23:46:09,"13,4",-13.9,-0.3,1.96,26.56,43.97,4.2
27986,2018-08-20 00:08:12,"13,4",-13.5,-0.4,1.05,26.09,45.37,4.19
27988,2018-08-20 00:10:12,"13,4",-13.8,-0.3,1.76,26.02,45.46,4.19
28004,2018-08-20 00:26:14,"13,4",-13.8,-0.4,1.31,25.46,46.88,4.2
28008,2018-08-20 00:30:15,"13,4",-13.7,-0.7,1.57,25.3,47.28,4.19
28014,2018-08-20 00:36:15,"13,4",-13.7,-0.3,1.11,25.22,47.47,4.19
28016,2018-08-20 00:38:16,"13,4",-13.8,-0.4,0.52,25.22,47.44,4.19
28018,2018-08-20 00:40:16,"13,4",-13.5,-0.4,1.7,25.22,47.57,4.19
28020,2018-08-20 00:42:16,"13,4",-13.6,-0.3,1.05,25.23,47.73,4.19
28022,2018-08-20 00:44:16,"13,4",-13.7,-0.3,1.7,25.2,47.69,4.19
28026,2018-08-20 00:48:17,"13,4",-13.6,-0.3,1.24,25.09,47.85,4.19
28032,2018-08-20 00:54:18,"13,4",-13.8,-0.2,1.44,25.07,47.88,4.18
28038,2018-08-20 01:00:19,"13,4",-13.7,-0.5,0.65,25.08,47.85,4.19
28044,2018-08-20 01:06:19,"13,4",-13.6,-0.3,0.65,25.05,47.94,4.19
28060,2018-08-20 01:22:22,"13,4",-13.5,-0.5,0.85,24.29,50.11,4.19
28066,2018-08-20 01:28:22,"13,4",-13.6,-0.1,1.31,24.12,50.95,4.18
28070,2018-08-20 01:32:23,"13,4",-13.6,-0.4,0.52,23.98,51.41,4.19
28086,2018-08-20 01:48:25,"13,4",-13.9,-0.3,1.89,23.57,53.19,4.19
28088,2018-08-20 01:50:26,"13,4",-13.8,-0.5,1.96,23.56,53.34,4.17
28098,2018-08-20 02:00:27,"13,4",-13.7,-0.4,1.31,23.4,54.35,4.18
28112,2018-08-20 02:14:29,"13,4",-13.6,-0.5,0.07,23.47,54.05,4.18
28120,2018-08-20 02:22:30,"13,4",-13.6,-0.1,1.11,23.5,54.12,4.17
28128,2018-08-20 02:30:31,"13,4",-13.8,-0.2,0.52,23.45,54.02,4.17
28132,2018-08-20 02:34:32,"13,4",-14.0,-0.3,0.91,23.39,54.35,4.19
28140,2018-08-20 02:42:33,"13,4",-13.6,-0.5,0.07,23.22,54.83,4.18
28150,2018-08-20 02:52:34,"13,4",-13.5,-0.2,0.98,22.78,56.41,4.18
28152,2018-08-20 02:54:35,"13,4",-13.7,-0.2,1.57,22.67,57.01,4.17
28156,2018-08-20 02:58:35,"13,4",-13.7,-0.3,0.0,22.49,57.74,4.18
28170,2018-08-20 03:12:37,"13,4",-13.4,-0.6,1.11,22.01,59.49,4.17
28172,2018-08-20 03:14:38,"13,4",-13.7,-0.3,1.96,21.99,59.76,4.17
28178,2018-08-20 03:20:38,"13,4",-13.5,-0.2,1.96,21.86,60.52,4.18
28184,2018-08-20 03:26:39,"13,4",-13.5,-0.5,2.42,21.86,61.15,4.17
28212,2018-08-20 03:54:44,"13,4",-13.7,-0.4,1.11,21.48,63.1,4.18
28220,2018-08-20 04:02:45,"13,4",-13.6,-0.2,1.44,21.33,63.96,4.17
28224,2018-08-20 04:06:45,"13,4",-13.7,-0.4,1.37,21.24,64.41,4.18
28254,2018-08-20 04:36:50,"13,4",-13.8,-0.1,1.89,20.98,65.93,4.16
28256,2018-08-20 04:38:50,"13,4",-13.9,-0.3,2.09,20.95,66.21,4.16
28258,2018-08-20 04:40:51,"13,4",-13.5,-0.4,2.09,20.9,66.32,4.17
28264,2018-08-20 04:46:51,"13,4",-14.0,-0.4,1.18,20.84,66.62,4.17
28270,2018-08-20 04:52:52,"13,4",-13.5,-0.3,0.2,20.82,66.91,4.17
28272,2018-08-20 04:54:53,"13,4",-13.7,-0.2,2.22,20.82,67.11,4.17
28278,2018-08-20 05:00:54,"13,4",-13.8,-0.4,1.57,20.73,67.63,4.16
28280,2018-08-20 05:02:54,"13,4",-13.7,-0.1,0.72,20.7,67.71,4.17
28286,2018-08-20 05:08:55,"13,4",-13.6,-0.3,1.5,20.61,68.15,4.16
28290,2018-08-20 05:12:56,"13,4",-13.8,-0.1,0.46,20.54,68.51,4.17
28292,2018-08-20 05:14:56,"13,4",-13.9,-0.1,2.35,20.48,68.89,4.16
28296,2018-08-20 05:18:57,"13,4",-13.4,-0.3,1.76,20.44,69.11,4.16
28298,2018-08-20 05:20:57,"13,4",-13.4,-0.1,1.76,20.42,69.27,4.16
28304,2018-08-20 05:26:58,"13,4",-13.5,-0.2,2.94,20.36,69.57,4.16
28306,2018-08-20 05:28:58,"13,4",-13.8,-0.3,1.5,20.31,69.87,4.16
28314,2018-08-20 05:36:59,"13,4",-13.5,-0.1,2.61,20.14,70.9,4.16
28318,2018-08-20 05:41:00,"13,4",-13.8,-0.5,2.22,20.07,71.16,4.16
28348,2018-08-20 06:11:05,"13,4",-13.8,-0.2,2.22,19.68,73.12,4.15
28366,2018-08-20 06:29:08,"13,4",-13.3,-0.2,1.44,19.41,74.45,4.16
28370,2018-08-20 06:33:09,"13,4",-13.7,-0.2,0.78,19.38,74.33,4.16
28372,2018-08-20 06:35:09,"13,4",-13.7,-0.1,1.63,19.39,74.42,4.15
28380,2018-08-20 06:43:10,"13,4",-13.9,-0.3,1.89,19.38,74.31,4.16
28410,2018-08-20 07:13:15,"13,4",-14.4,-0.2,0.72,19.03,75.63,4.15
28428,2018-08-20 07:31:18,"13,4",-13.6,0.7,1.31,19.06,75.42,4.15
28430,2018-08-20 07:33:19,"13,4",-13.5,0.9,1.31,19.05,75.5,4.15
28446,2018-08-20 07:49:21,"13,4",13.6,7.0,0.98,18.8,76.86,4.15
28452,2018-08-20 07:55:22,"13,4",-13.5,11.2,1.31,18.89,76.77,4.16
28456,2018-08-20 07:59:23,"13,4",-13.7,14.6,1.5,18.84,77.28,4.15
28458,2018-08-20 08:01:23,"13,4",13.8,16.5,2.03,18.82,77.55,4.15
28464,2018-08-20 08:07:24,"13,4",13.8,23.7,1.37,18.88,77.24,4.15
28494,2018-08-20 08:37:30,"13,4",42.5,62.2,2.03,19.24,77.0,4.17
28502,2018-08-20 08:45:31,"13,4",52.7,73.5,2.09,19.39,76.79,4.18
28512,2018-08-20 08:55:33,"13,4",68.8,89.0,2.16,19.56,76.43,4.19
28532,2018-08-20 09:15:36,"13,4",74.4,120.3,3.14,20.16,73.62,4.19
28534,2018-08-20 09:17:36,"13,4",71.6,122.8,1.7,20.2,73.41,4.19
28536,2018-08-20 09:19:36,"13,4",68.3,126.2,2.09,20.29,73.13,4.2
28542,2018-08-20 09:25:37,"13,4",62.0,136.0,2.42,20.48,72.4,4.2
28548,2018-08-20 09:31:38,"13,4",56.4,145.2,2.87,20.69,71.22,4.2
28566,2018-08-20 09:49:41,"13,4",43.6,172.1,2.87,21.43,68.55,4.19
28574,2018-08-20 09:57:42,"13,4",40.2,184.9,1.18,21.78,67.1,4.2
28584,2018-08-20 10:07:43,"13,4",34.5,198.8,1.44,22.24,65.51,4.21
28586,2018-08-20 10:09:44,"13,4",34.1,202.4,1.24,22.36,64.95,4.2
28588,2018-08-20 10:11:44,"13,4",33.5,205.1,1.7,22.47,64.15,4.21
28600,2018-08-20 10:23:46,"13,4",29.3,220.8,2.74,23.09,60.95,4.2
28608,2018-08-20 10:31:47,"13,4",26.5,231.9,1.18,23.41,60.43,4.21
28610,2018-08-20 10:33:47,"13,4",25.5,234.6,1.96,23.56,60.61,4.21
28612,2018-08-20 10:35:47,"13,4",24.7,236.8,2.87,23.67,59.14,4.21
28618,2018-08-20 10:41:48,"13,4",23.2,244.2,2.22,23.89,58.26,4.2
28620,2018-08-20 10:43:48,"13,4",22.5,246.4,2.74,24.08,58.1,4.21
28638,2018-08-20 11:01:50,"13,4",19.1,267.2,1.5,25.23,53.92,4.21
28642,2018-08-20 11:05:51,"13,4",17.4,272.0,2.09,25.53,52.44,4.21
28648,2018-08-20 11:11:52,"13,4",15.8,278.4,1.37,25.93,51.41,4.21
28654,2018-08-20 11:17:52,"13,4",15.6,284.0,2.48,26.23,50.19,4.21
28664,2018-08-20 11:27:54,"13,4",14.9,294.5,2.29,26.75,48.96,4.21
28682,2018-08-20 11:45:56,"13,4",0.0,310.3,1.44,27.76,47.02,4.21
28684,2018-08-20 11:47:56,"13,4",12.6,311.6,1.7,27.86,47.3,4.22
28688,2018-08-20 11:51:56,"13,4",0.0,315.1,2.61,27.91,45.69,4.22
28696,2018-08-20 11:59:57,"13,4",0.1,320.7,2.74,28.66,44.14,4.21
28734,2018-08-20 12:38:00,"13,4",-0.5,341.4,1.89,30.5,35.25,4.21
28736,2018-08-20 12:40:00,"13,4",-0.2,341.9,2.29,30.69,31.37,4.21
28740,2018-08-20 12:44:01,"13,4",-0.3,342.2,2.42,30.78,33.62,4.21
28742,2018-08-20 12:46:01,"13,4",-0.1,344.3,1.63,30.89,33.91,4.21
28744,2018-08-20 12:48:01,"13,4",-0.2,345.3,2.29,30.95,34.31,4.21
28770,2018-08-20 13:14:03,"13,4",0.1,350.5,3.27,32.46,27.75,4.21
28776,2018-08-20 13:20:03,"13,4",-0.2,350.5,1.5,32.74,27.48,4.21
28794,2018-08-20 13:38:04,"13,4",-0.2,350.6,2.29,33.83,24.31,4.21
28802,2018-08-20 13:46:05,"13,4",-0.2,350.4,2.09,33.82,22.44,4.22
28806,2018-08-20 13:50:05,"13,4",-0.2,349.6,2.48,34.11,22.16,4.22
28810,2018-08-20 13:54:05,"13,4",0.0,349.2,3.2,34.27,22.96,4.22
28814,2018-08-20 13:58:05,"13,4",0.0,348.5,2.16,35.14,22.3,4.21
28818,2018-08-20 14:02:06,"13,4",-0.1,346.6,4.7,35.46,21.42,4.21
28828,2018-08-20 14:12:06,"13,4",-0.5,343.8,2.81,35.0,21.88,4.21
28830,2018-08-20 14:14:06,"13,4",-0.2,342.9,1.83,35.05,22.14,4.21
28846,2018-08-20 14:30:07,"13,4",-0.1,337.3,3.59,36.58,20.04,4.21
28850,2018-08-20 14:34:07,"13,4",-0.2,335.0,2.55,36.39,20.18,4.21
28870,2018-08-20 14:54:08,"13,4",-0.1,323.8,4.38,37.17,18.7,4.21
28882,2018-08-20 15:06:09,"13,4",0.0,317.8,2.48,36.51,19.05,4.21
28888,2018-08-20 15:12:09,"13,4",-0.2,312.2,3.27,36.74,18.75,4.21
28912,2018-08-20 15:36:10,"13,4",-0.2,290.3,3.79,37.59,17.96,4.21
28914,2018-08-20 15:38:10,"13,4",-0.3,288.5,2.42,38.06,17.6,4.21
28916,2018-08-20 15:40:10,"13,4",-0.3,287.7,3.92,38.14,17.6,4.21
28924,2018-08-20 15:48:10,"13,4",-0.3,280.6,1.7,37.81,17.89,4.21
28946,2018-08-20 16:10:11,"13,4",16.3,30.9,1.7,37.58,17.65,4.22
28956,2018-08-20 16:20:12,"13,4",15.5,31.4,3.72,37.99,17.75,4.21
28960,2018-08-20 16:24:12,"13,4",-13.5,32.2,4.51,38.37,17.46,4.22
28974,2018-08-20 16:38:13,"13,4",15.0,32.0,1.31,38.04,18.13,4.22
28980,2018-08-20 16:44:13,"13,4",15.3,29.5,1.05,38.21,17.3,4.22
28988,2018-08-20 16:52:13,"13,4",15.2,29.5,2.61,38.56,17.08,4.22
28992,2018-08-20 16:56:14,"13,4",15.3,28.6,2.22,38.5,17.0,4.22
29002,2018-08-20 17:06:14,"13,4",15.6,28.0,1.5,38.61,17.05,4.22
29012,2018-08-20 17:16:14,"13,4",15.3,27.6,2.94,38.72,16.39,4.22
29018,2018-08-20 17:22:15,"13,4",15.7,28.3,2.09,38.53,16.46,4.23
29026,2018-08-20 17:30:15,"13,4",-0.6,44.9,2.35,37.36,17.17,4.23
29050,2018-08-20 17:54:16,"13,4",-0.3,49.7,4.57,37.5,16.6,4.22
29056,2018-08-20 18:00:16,"13,4",-0.2,55.9,1.83,37.3,16.4,4.22
29068,2018-08-20 18:12:17,"13,4",-0.1,86.8,2.16,37.59,15.56,4.22
29074,2018-08-20 18:18:17,"13,4",-0.4,84.0,0.91,37.52,15.63,4.22
29088,2018-08-20 18:32:18,"13,4",0.0,64.9,0.98,37.09,16.54,4.22
29092,2018-08-20 18:36:18,"13,4",-0.2,60.0,2.16,37.07,16.73,4.21
