,Date_time,Node ,Battery Current,PV sc Current,Wind Speed,Temperature,Humidity,Battery Voltage
42822,2018-08-30 07:49:52,"13,3",-13.6,1.7,1.44,19.26,80.59,4.15
42826,2018-08-30 07:53:52,"13,3",-13.7,2.6,2.68,19.2,80.48,4.15
42832,2018-08-30 07:59:53,"13,3",-13.8,5.3,0.91,19.12,81.43,4.15
42838,2018-08-30 08:05:54,"13,3",14.1,9.3,1.37,19.06,82.27,4.14
42846,2018-08-30 08:13:56,"13,3",13.9,17.0,2.55,19.06,82.73,4.15
42850,2018-08-30 08:17:56,"13,3",-13.7,21.6,1.96,19.08,82.96,4.15
42858,2018-08-30 08:25:58,"13,3",13.9,31.6,2.94,19.1,83.29,4.16
42864,2018-08-30 08:31:59,"13,3",20.5,39.3,1.7,19.2,83.28,4.16
42910,2018-08-30 09:18:06,"13,3",90.9,111.5,1.63,20.58,77.85,4.19
42916,2018-08-30 09:24:07,"13,3",83.3,120.6,2.09,20.72,75.6,4.2
42928,2018-08-30 09:36:08,"13,3",66.7,140.1,2.35,21.16,72.03,4.2
42936,2018-08-30 09:44:09,"13,3",58.3,151.7,1.7,21.5,71.07,4.19
42950,2018-08-30 09:58:11,"13,3",48.5,174.4,1.96,21.96,63.92,4.21
42956,2018-08-30 10:04:12,"13,3",44.7,182.7,1.96,22.2,63.34,4.21
42968,2018-08-30 10:16:14,"13,3",39.1,198.7,1.44,22.65,59.99,4.21
42980,2018-08-30 10:28:15,"13,3",34.3,214.9,2.22,23.17,55.1,4.21
42990,2018-08-30 10:38:16,"13,3",30.4,230.0,0.85,23.61,51.99,4.21
43018,2018-08-30 11:06:20,"13,3",21.1,263.1,1.76,24.85,51.46,4.21
43022,2018-08-30 11:10:20,"13,3",20.6,267.7,1.5,25.29,50.07,4.21
43104,2018-08-30 12:32:28,"13,3",-0.2,333.2,0.2,29.99,33.87,4.21
43126,2018-08-30 12:54:29,"13,3",-0.2,340.1,0.52,31.48,30.07,4.21
43128,2018-08-30 12:56:30,"13,3",-0.1,340.8,1.5,31.29,29.69,4.21
43150,2018-08-30 13:18:31,"13,3",-0.2,342.8,1.37,31.73,29.07,4.21
43152,2018-08-30 13:20:31,"13,3",-0.3,344.0,0.85,31.88,28.8,4.21
43162,2018-08-30 13:30:32,"13,3",-0.1,344.1,1.63,33.85,25.79,4.21
43194,2018-08-30 14:02:33,"13,3",-0.2,339.6,1.31,34.22,25.19,4.21
43200,2018-08-30 14:08:34,"13,3",-0.2,337.0,0.85,33.92,25.35,4.21
43208,2018-08-30 14:16:34,"13,3",-0.2,333.1,0.91,34.12,25.0,4.22
43216,2018-08-30 14:24:34,"13,3",0.1,332.4,1.63,35.2,23.95,4.21
43238,2018-08-30 14:46:35,"13,3",-0.1,322.8,0.78,36.32,21.85,4.22
43274,2018-08-30 15:22:36,"13,3",18.8,66.5,2.03,36.09,21.49,4.22
43280,2018-08-30 15:28:37,"13,3",0.0,306.5,0.72,35.98,23.52,4.21
43288,2018-08-30 15:36:37,"13,3",-0.3,300.4,2.42,37.56,20.02,4.21
43298,2018-08-30 15:46:37,"13,3",-0.2,287.4,2.55,38.63,18.7,4.21
43320,2018-08-30 16:08:38,"13,3",-0.2,119.4,1.24,37.75,18.96,4.22
43324,2018-08-30 16:12:38,"13,3",0.1,83.3,2.09,37.57,19.11,4.21
43336,2018-08-30 16:24:38,"13,3",0.0,73.8,1.24,38.09,18.98,4.21
43350,2018-08-30 16:38:39,"13,3",0.2,79.0,0.91,39.56,17.67,4.21
43364,2018-08-30 16:52:39,"13,3",0.0,74.7,1.89,39.8,17.22,4.21
43412,2018-08-30 17:40:40,"13,3",-0.4,61.7,2.03,38.37,18.23,4.21
43418,2018-08-30 17:46:41,"13,3",-0.1,59.1,2.42,38.03,18.29,4.22
43426,2018-08-30 17:54:41,"13,3",-0.2,64.8,1.18,37.92,19.05,4.21
43430,2018-08-30 17:58:41,"13,3",-0.1,56.3,2.81,38.19,18.37,4.21
43434,2018-08-30 18:02:41,"13,3",-0.1,60.4,1.76,38.0,18.36,4.21
43442,2018-08-30 18:10:41,"13,3",-0.2,52.1,0.33,37.67,18.73,4.21
43462,2018-08-30 18:30:42,"13,3",11.4,64.1,1.18,38.27,18.38,4.22
43466,2018-08-30 18:34:42,"13,3",0.0,61.8,0.52,38.07,18.83,4.22
43474,2018-08-30 18:42:42,"13,3",11.8,51.8,0.46,38.25,18.3,4.22
43524,2018-08-30 19:32:43,"13,3",14.6,21.8,0.59,37.41,19.4,4.21
43540,2018-08-30 19:48:44,"13,3",-13.8,17.3,0.65,36.81,19.6,4.22
43542,2018-08-30 19:50:44,"13,3",-13.5,16.5,0.65,36.85,19.68,4.22
43562,2018-08-30 20:10:45,"13,3",-13.7,11.4,0.46,36.69,19.97,4.21
43570,2018-08-30 20:18:45,"13,3",-13.8,8.7,0.59,36.61,20.23,4.21
43578,2018-08-30 20:26:45,"13,3",15.9,6.3,0.46,36.18,20.66,4.22
43590,2018-08-30 20:38:46,"13,3",-13.8,3.0,1.31,35.59,21.05,4.21
43600,2018-08-30 20:48:47,"13,3",-13.5,1.7,0.39,35.14,21.51,4.21
43604,2018-08-30 20:52:47,"13,3",-13.8,0.9,0.78,34.95,21.8,4.21
43638,2018-08-30 21:26:49,"13,3",-13.6,-0.1,1.11,33.48,24.02,4.2
43656,2018-08-30 21:44:51,"13,3",-13.9,-0.3,0.2,32.38,24.51,4.21
43674,2018-08-30 22:02:52,"13,3",-13.7,-0.4,0.91,32.28,24.94,4.21
43690,2018-08-30 22:18:54,"13,3",-13.6,-0.1,0.46,31.92,26.02,4.21
43698,2018-08-30 22:26:54,"13,3",-13.8,-0.4,0.33,31.63,25.41,4.2
43702,2018-08-30 22:30:55,"13,3",-13.6,-0.4,0.85,30.92,26.83,4.19
43706,2018-08-30 22:34:55,"13,3",-13.8,-0.6,-0.2,30.5,27.75,4.21
43708,2018-08-30 22:36:55,"13,3",-13.6,-0.4,0.78,30.6,27.93,4.21
43736,2018-08-30 23:04:58,"13,3",-13.7,-0.1,0.46,29.78,28.34,4.19
43740,2018-08-30 23:08:58,"13,3",-13.8,-0.5,1.44,29.67,29.49,4.19
43750,2018-08-30 23:18:59,"13,3",-13.7,-0.4,0.46,29.36,29.61,4.19
43764,2018-08-30 23:33:01,"13,3",-13.6,-0.4,0.78,28.68,32.98,4.2
43768,2018-08-30 23:37:01,"13,3",-13.8,-0.4,0.98,28.82,33.27,4.2
43772,2018-08-30 23:41:02,"13,3",-13.8,-0.4,0.65,29.09,33.12,4.2
43780,2018-08-30 23:49:02,"13,3",-13.5,0.0,0.85,29.13,33.08,4.19
43782,2018-08-30 23:51:03,"13,3",-13.9,-0.3,1.5,29.11,33.08,4.19
43790,2018-08-30 23:59:03,"13,3",-13.5,-0.4,0.72,29.06,33.18,4.19
43800,2018-08-31 00:09:04,"13,3",-13.4,-0.2,-0.2,28.9,32.96,4.19
43806,2018-08-31 00:15:05,"13,3",-13.6,-0.4,0.78,28.7,32.91,4.19
43810,2018-08-31 00:19:05,"13,3",-13.7,-0.3,1.37,28.56,33.28,4.19
43816,2018-08-31 00:25:06,"13,3",-13.9,-0.3,1.24,28.22,34.83,4.18
43824,2018-08-31 00:33:07,"13,3",-13.8,-0.3,0.52,27.52,35.68,4.19
43842,2018-08-31 00:51:09,"13,3",-13.9,-0.4,0.59,27.23,36.59,4.19
43848,2018-08-31 00:57:10,"13,3",-13.9,-0.2,1.31,27.12,36.09,4.19
43854,2018-08-31 01:03:10,"13,3",-13.9,-0.3,0.52,27.08,36.12,4.19
43862,2018-08-31 01:11:11,"13,3",-13.7,-0.1,0.52,26.74,36.37,4.18
43872,2018-08-31 01:21:13,"13,3",-13.6,-0.2,0.78,26.51,36.62,4.19
43874,2018-08-31 01:23:13,"13,3",-13.9,-0.5,1.44,26.51,36.55,4.18
43876,2018-08-31 01:25:13,"13,3",-13.5,-0.2,1.05,26.49,36.9,4.19
43900,2018-08-31 01:49:16,"13,3",-13.7,-0.2,0.59,25.49,39.88,4.19
43906,2018-08-31 01:55:17,"13,3",-13.7,-0.3,0.98,25.28,41.27,4.18
43914,2018-08-31 02:03:18,"13,3",-13.5,-0.5,0.46,25.26,41.14,4.17
43932,2018-08-31 02:21:20,"13,3",-13.6,-0.2,1.37,24.56,43.8,4.19
43946,2018-08-31 02:35:22,"13,3",-13.6,-0.5,0.72,24.37,44.44,4.18
43954,2018-08-31 02:43:23,"13,3",-13.7,-0.3,0.72,24.32,44.54,4.17
43956,2018-08-31 02:45:23,"13,3",-13.6,-0.3,0.72,24.29,44.7,4.18
43960,2018-08-31 02:49:24,"13,3",-13.7,-0.4,0.13,24.25,44.93,4.18
43968,2018-08-31 02:57:25,"13,3",-13.6,0.0,0.0,24.13,45.41,4.17
43972,2018-08-31 03:01:25,"13,3",-13.8,-0.1,1.24,24.12,45.86,4.17
43982,2018-08-31 03:11:26,"13,3",-13.5,-0.4,1.05,23.96,46.63,4.17
43986,2018-08-31 03:15:27,"13,3",-13.7,-0.3,0.78,23.9,46.79,4.18
44008,2018-08-31 03:37:30,"13,3",-13.6,-0.3,0.59,23.36,47.86,4.17
44018,2018-08-31 03:47:31,"13,3",-13.6,-0.2,0.65,23.07,49.05,4.17
44022,2018-08-31 03:51:32,"13,3",-13.9,-0.4,0.65,23.05,48.95,4.17
44040,2018-08-31 04:09:34,"13,3",-13.5,-0.1,-0.46,22.64,51.39,4.17
44050,2018-08-31 04:19:36,"13,3",-13.8,-0.3,0.78,22.8,50.11,4.16
44054,2018-08-31 04:23:36,"13,3",-13.7,-0.4,1.5,22.84,50.01,4.17
44060,2018-08-31 04:29:37,"13,3",-13.7,-0.1,0.85,22.5,50.96,4.17
44072,2018-08-31 04:41:39,"13,3",-13.7,-0.6,0.0,22.45,51.14,4.17
44074,2018-08-31 04:43:39,"13,3",-13.8,-0.2,0.98,22.38,51.38,4.17
44076,2018-08-31 04:45:40,"13,3",-13.8,-0.4,0.26,22.36,51.45,4.17
44080,2018-08-31 04:49:40,"13,3",-13.7,-0.3,0.39,22.28,51.88,4.17
44084,2018-08-31 04:53:41,"13,3",-13.7,-0.3,0.59,22.18,51.9,4.17
44088,2018-08-31 04:57:41,"13,3",-13.5,-0.4,0.91,22.22,52.75,4.16
44090,2018-08-31 04:59:42,"13,3",-13.7,-0.2,0.0,22.17,51.42,4.17
44092,2018-08-31 05:01:42,"13,3",-13.7,-0.3,1.11,22.12,51.7,4.16
44098,2018-08-31 05:07:43,"13,3",-13.5,-0.6,0.52,22.03,52.35,4.16
44104,2018-08-31 05:13:44,"13,3",-13.4,-0.5,1.05,21.6,53.85,4.16
44108,2018-08-31 05:17:44,"13,3",-13.7,-0.2,1.83,21.3,54.37,4.16
44124,2018-08-31 05:33:47,"13,3",-13.4,-0.4,0.98,21.18,57.12,4.17
44126,2018-08-31 05:35:47,"13,3",-13.6,-0.2,0.52,21.26,57.01,4.16
44128,2018-08-31 05:37:47,"13,3",-13.7,-0.3,0.78,21.31,56.78,4.16
44138,2018-08-31 05:47:49,"13,3",-13.5,-0.2,1.11,21.41,56.12,4.17
44152,2018-08-31 06:01:51,"13,3",-13.8,-0.2,0.85,21.24,56.21,4.16
44178,2018-08-31 06:27:55,"13,3",-13.4,-0.5,1.05,20.56,58.85,4.16
44182,2018-08-31 06:31:56,"13,3",-13.8,-0.2,0.65,20.45,59.1,4.16
44196,2018-08-31 06:45:58,"13,3",-13.9,-0.3,-0.98,20.48,59.65,4.15
44204,2018-08-31 06:53:59,"13,3",-13.5,-0.6,1.37,20.5,59.5,4.15
44210,2018-08-31 07:00:00,"13,3",-13.7,-0.4,0.78,20.33,60.7,4.14
44214,2018-08-31 07:04:01,"13,3",-13.6,-0.5,0.65,20.22,61.24,4.16
44224,2018-08-31 07:14:02,"13,3",-13.7,-0.3,0.33,19.88,61.99,4.15
44226,2018-08-31 07:16:03,"13,3",-13.8,-0.3,1.7,19.82,61.62,4.15
44238,2018-08-31 07:28:05,"13,3",-14.0,-0.2,0.98,19.82,63.27,4.15
44256,2018-08-31 07:46:08,"13,3",-13.6,0.9,0.72,19.53,64.81,4.15
44274,2018-08-31 08:04:11,"13,3",-13.6,7.0,0.33,19.46,66.81,4.14
44286,2018-08-31 08:16:12,"13,3",-13.5,15.8,0.07,19.59,66.44,4.15
44288,2018-08-31 08:18:13,"13,3",-13.5,17.9,0.39,19.62,65.69,4.15
44300,2018-08-31 08:30:15,"13,3",-10.6,27.1,1.11,19.69,66.28,4.15
44322,2018-08-31 08:52:18,"13,3",42.8,63.4,1.11,19.66,68.21,4.17
44330,2018-08-31 09:00:20,"13,3",55.5,75.0,0.91,19.86,67.62,4.17
44342,2018-08-31 09:12:21,"13,3",74.6,95.8,1.31,20.05,67.32,4.18
44346,2018-08-31 09:16:22,"13,3",82.9,102.7,0.85,20.22,66.92,4.19
44348,2018-08-31 09:18:22,"13,3",84.7,105.6,1.63,20.3,67.59,4.19
44360,2018-08-31 09:30:24,"13,3",78.5,126.2,0.07,20.82,67.05,4.19
44380,2018-08-31 09:50:27,"13,3",57.0,158.4,1.05,21.76,63.62,4.21
44388,2018-08-31 09:58:28,"13,3",51.8,171.4,0.59,22.2,60.78,4.2
44394,2018-08-31 10:04:29,"13,3",48.2,178.7,1.31,22.49,59.42,4.21
44396,2018-08-31 10:06:29,"13,3",46.7,181.5,1.5,22.51,59.42,4.21
44400,2018-08-31 10:10:30,"13,3",44.3,188.3,1.18,22.76,58.15,4.21
44410,2018-08-31 10:20:31,"13,3",39.5,203.7,0.78,22.84,57.98,4.21
44412,2018-08-31 10:22:31,"13,3",38.3,205.8,0.98,23.08,57.19,4.2
44416,2018-08-31 10:26:32,"13,3",37.2,210.3,1.37,23.23,56.38,4.2
44418,2018-08-31 10:28:32,"13,3",36.8,214.0,0.33,23.35,55.84,4.21
44436,2018-08-31 10:46:34,"13,3",28.8,239.0,0.52,23.86,52.72,4.21
44440,2018-08-31 10:50:34,"13,3",27.6,243.3,0.52,24.0,53.21,4.21
44444,2018-08-31 10:54:35,"13,3",26.4,247.6,1.44,24.18,52.83,4.2
44456,2018-08-31 11:06:36,"13,3",22.1,261.4,0.59,24.87,49.92,4.21
44478,2018-08-31 11:28:38,"13,3",18.0,281.2,0.98,26.23,45.29,4.21
44480,2018-08-31 11:30:39,"13,3",16.4,282.7,1.57,26.34,44.57,4.22
44486,2018-08-31 11:36:39,"13,3",15.8,287.5,0.98,26.58,44.04,4.21
44488,2018-08-31 11:38:39,"13,3",15.5,289.5,1.24,26.66,43.94,4.21
44502,2018-08-31 11:52:41,"13,3",12.9,302.7,0.72,27.08,43.02,4.22
44514,2018-08-31 12:04:42,"13,3",12.3,313.3,1.63,28.12,39.74,4.22
44516,2018-08-31 12:06:42,"13,3",-0.3,314.5,0.85,28.13,39.57,4.21
44526,2018-08-31 12:16:43,"13,3",0.0,317.1,1.18,28.7,38.36,4.21
44562,2018-08-31 12:52:46,"13,3",-0.1,336.8,1.31,31.3,33.28,4.21
44576,2018-08-31 13:06:46,"13,3",-0.1,340.4,0.72,32.19,31.64,4.21
44602,2018-08-31 13:32:48,"13,3",-0.2,340.5,0.2,33.37,28.62,4.22
44608,2018-08-31 13:38:48,"13,3",0.0,340.0,1.44,33.34,28.03,4.21
44624,2018-08-31 13:54:49,"13,3",-0.2,341.3,1.31,34.26,26.56,4.21
44630,2018-08-31 14:00:49,"13,3",0.0,338.6,0.98,34.87,24.75,4.21
44650,2018-08-31 14:20:50,"13,3",-0.3,330.9,1.89,37.28,23.79,4.21
44692,2018-08-31 15:02:51,"13,3",-0.2,314.7,1.44,37.24,20.92,4.22
44702,2018-08-31 15:12:52,"13,3",0.0,307.6,1.76,38.29,19.22,4.21
44712,2018-08-31 15:22:52,"13,3",-0.2,302.4,2.55,37.6,19.49,4.21
44714,2018-08-31 15:24:52,"13,3",-0.1,300.5,2.42,37.46,19.86,4.22
44726,2018-08-31 15:36:52,"13,3",-0.2,285.0,0.91,38.04,18.82,4.21
44742,2018-08-31 15:52:53,"13,3",0.0,266.9,0.39,38.41,18.81,4.21
44744,2018-08-31 15:54:53,"13,3",0.1,263.1,1.37,38.68,17.97,4.21
44748,2018-08-31 15:58:53,"13,3",-0.2,241.4,1.37,38.61,18.4,4.21
44754,2018-08-31 16:04:53,"13,3",-0.1,172.6,1.05,38.7,17.94,4.21
44800,2018-08-31 16:50:55,"13,3",-0.2,55.5,1.83,39.54,17.98,4.21
44804,2018-08-31 16:54:55,"13,3",16.6,51.8,1.96,39.54,17.94,4.22
44830,2018-08-31 17:20:55,"13,3",0.0,52.1,1.63,39.18,18.12,4.21
44832,2018-08-31 17:22:55,"13,3",17.5,45.6,0.65,39.19,18.04,4.22
44838,2018-08-31 17:28:55,"13,3",16.7,41.9,0.72,38.62,18.09,4.22
44848,2018-08-31 17:38:56,"13,3",-0.1,48.2,2.09,38.58,18.47,4.23
44948,2018-08-31 19:18:58,"13,3",16.3,23.9,1.5,38.77,18.56,4.23
44954,2018-08-31 19:24:58,"13,3",15.2,21.9,2.22,38.49,18.77,4.22
44990,2018-08-31 20:00:59,"13,3",15.8,13.5,2.09,36.1,21.83,4.22
44992,2018-08-31 20:02:59,"13,3",-13.7,13.0,3.72,35.95,22.01,4.23
44998,2018-08-31 20:08:59,"13,3",15.5,11.4,2.03,35.6,22.33,4.22
45006,2018-08-31 20:17:00,"13,3",-13.9,9.1,1.05,35.11,22.75,4.22
45016,2018-08-31 20:27:00,"13,3",15.6,6.1,1.83,34.78,23.25,4.21
45018,2018-08-31 20:29:00,"13,3",-13.7,5.1,1.5,34.68,23.32,4.21
45026,2018-08-31 20:37:01,"13,3",-13.6,3.4,1.7,34.36,23.78,4.21
45050,2018-08-31 21:01:03,"13,3",-13.7,0.0,1.96,33.46,25.1,4.21
45054,2018-08-31 21:05:03,"13,3",-13.6,-0.2,0.33,33.34,25.46,4.21
45056,2018-08-31 21:07:03,"13,3",-13.6,-0.2,0.33,33.34,25.31,4.21
45062,2018-08-31 21:13:04,"13,3",-13.9,-0.1,1.11,33.12,25.44,4.21
45064,2018-08-31 21:15:04,"13,3",-13.7,-0.4,1.76,33.12,25.45,4.21
45066,2018-08-31 21:17:04,"13,3",-13.9,-0.4,1.11,33.0,25.58,4.21
45068,2018-08-31 21:19:04,"13,3",-14.4,-0.7,1.57,32.91,25.69,4.21
45084,2018-08-31 21:35:05,"13,3",-13.9,-0.1,1.31,32.5,26.65,4.21
45094,2018-08-31 21:45:06,"13,3",-13.6,-0.4,0.39,32.38,27.12,4.21
45104,2018-08-31 21:55:07,"13,3",-14.0,-0.1,0.91,32.3,27.15,4.21
45112,2018-08-31 22:03:08,"13,3",-13.7,-0.3,0.72,31.87,27.92,4.21
45122,2018-08-31 22:13:09,"13,3",-13.7,-0.4,0.72,31.71,28.06,4.2
45134,2018-08-31 22:25:10,"13,3",-13.9,-0.3,0.52,31.56,28.04,4.2
45148,2018-08-31 22:39:11,"13,3",-13.7,-0.4,0.65,31.21,28.56,4.21
45150,2018-08-31 22:41:11,"13,3",-13.8,-0.4,1.05,31.18,28.74,4.2
45154,2018-08-31 22:45:12,"13,3",-13.8,-0.5,0.39,31.08,29.09,4.2
45182,2018-08-31 23:13:14,"13,3",-13.6,-0.1,0.39,30.4,29.76,4.2
45204,2018-08-31 23:35:17,"13,3",-13.5,-0.3,0.13,29.87,30.44,4.2
45214,2018-08-31 23:45:18,"13,3",-13.7,-0.2,0.59,29.75,30.32,4.2
45218,2018-08-31 23:49:18,"13,3",-13.7,-0.6,0.65,29.7,30.07,4.19
45220,2018-08-31 23:51:19,"13,3",-13.6,-0.4,0.52,29.72,30.43,4.19
45226,2018-08-31 23:57:19,"13,3",-13.7,-0.1,0.85,29.61,30.78,4.19
45228,2018-08-31 23:59:19,"13,3",-13.4,-0.1,1.31,29.44,31.05,4.19
