,time,photovoltaic_current,wind_speed,battery_current,battery_voltage,temperature,humidity
1018,305400.0,333.28,2.67,-13.9,8.41,60.56,63.97
1019,305700.0,334.38,2.77,-13.9,8.41,60.69,63.44
1020,306000.0,335.48,2.87,-13.9,8.41,60.82,62.92
1021,306300.0,336.58,2.96,-13.9,8.41,60.95,62.4
1022,306600.0,336.85,3.05,-13.82,8.41,61.19,61.93
1023,306900.0,337.74,3.28,-13.88,8.41,61.61,61.37
1024,307200.0,338.89,3.54,-13.98,8.41,62.06,60.78
1025,307500.0,340.11,3.0,-14.0,8.41,62.0,60.33
1026,307800.0,340.61,3.11,-13.92,8.41,62.3,59.61
1027,308100.0,341.11,3.22,-13.83,8.42,62.59,58.88
1028,308400.0,341.55,3.3,-13.8,8.41,62.9,58.14
1029,308700.0,340.78,3.61,-13.75,8.41,63.23,57.52
1030,309000.0,338.28,4.31,-13.62,8.41,63.58,57.09
1031,309300.0,337.4,4.17,-13.63,8.41,63.83,56.5
1032,309600.0,336.9,3.85,-13.66,8.42,64.06,55.87
1033,309900.0,336.38,3.51,-13.71,8.42,64.28,55.23
1034,310200.0,333.54,2.6,-13.9,8.41,64.27,54.63
1035,310500.0,331.49,3.06,-14.05,8.41,64.13,54.13
1036,310800.0,329.32,3.04,-14.04,8.41,64.37,53.57
1037,311100.0,327.04,3.33,-13.95,8.41,64.94,52.79
1038,311400.0,324.76,3.61,-13.86,8.41,65.5,52.0
1039,311700.0,323.1,3.39,-13.9,8.41,65.72,50.79
1040,312000.0,321.23,3.26,-13.86,8.41,65.9,50.44
1041,312300.0,319.35,3.13,-13.83,8.41,66.08,50.08
1042,312600.0,317.48,3.0,-13.79,8.41,66.26,49.73
1043,312900.0,315.6,2.88,-13.76,8.41,66.43,49.38
1044,313200.0,313.73,2.75,-13.72,8.41,66.61,49.02
1045,313500.0,312.1,3.29,-13.75,8.41,66.64,48.51
1046,313800.0,309.33,3.92,-13.83,8.41,66.55,48.08
1047,314100.0,305.53,3.92,-13.88,8.41,66.52,47.85
1048,314400.0,301.22,3.89,-13.83,8.41,66.63,47.45
1049,314700.0,296.55,3.83,-13.7,8.41,66.83,46.94
1050,315000.0,291.77,3.72,-13.65,8.41,67.09,46.59
1051,315300.0,286.32,4.23,-13.6,8.42,67.47,45.94
1052,315600.0,247.44,4.24,-13.64,8.42,67.38,46.06
1053,315900.0,208.44,4.24,-13.67,8.42,67.28,46.18
1054,316200.0,169.45,4.24,-13.71,8.42,67.19,46.31
1055,316500.0,130.45,4.24,-13.74,8.42,67.1,46.44
1056,316800.0,91.46,4.24,-13.78,8.42,67.01,46.56
1057,317100.0,71.01,4.08,-13.78,8.42,67.07,46.66
1058,317400.0,79.18,3.68,-13.71,8.42,67.37,46.7
1059,317700.0,86.73,3.98,-13.8,8.42,67.14,46.86
1060,318000.0,94.1,4.46,-13.92,8.42,66.77,47.05
1061,318300.0,100.39,5.34,-13.9,8.42,66.41,47.48
1062,318600.0,100.76,6.24,-11.91,8.41,66.23,47.97
1063,318900.0,83.17,4.69,-2.49,8.41,66.68,47.23
1064,319200.0,76.68,4.14,-0.07,8.41,66.66,46.79
1065,319500.0,80.79,4.66,-5.53,8.42,66.31,46.68
1066,319800.0,86.53,5.4,-13.79,8.41,66.1,46.65
1067,320100.0,80.29,4.58,-13.75,8.41,66.6,46.06
1068,320400.0,74.05,3.77,-13.71,8.41,67.09,45.48
1069,320700.0,69.5,5.17,-14.03,8.42,67.49,44.88
1070,321000.0,65.21,4.42,-13.98,8.42,67.49,44.57
1071,321300.0,61.46,3.6,-13.9,8.42,67.7,44.71
1072,321600.0,65.5,4.12,-13.65,8.41,67.58,44.61
1073,321900.0,71.68,4.21,-13.75,8.41,67.43,44.49
1074,322200.0,78.32,3.74,-13.85,8.41,67.33,44.28
1075,322500.0,75.92,3.05,-11.95,8.42,67.33,44.27
1076,322800.0,71.07,2.86,-9.59,8.42,67.3,44.41
1077,323100.0,66.22,2.66,-7.22,8.42,67.27,44.55
1078,323400.0,61.36,2.47,-4.85,8.42,67.24,44.69
1079,323700.0,56.51,2.28,-2.49,8.42,67.21,44.83
1080,324000.0,51.66,2.09,-0.12,8.42,67.17,44.98
1081,324300.0,46.81,1.89,2.24,8.42,67.14,45.12
1082,324600.0,49.73,2.53,-5.61,8.42,66.75,44.91
1083,324900.0,52.83,3.18,-13.71,8.42,66.36,44.7
1084,325200.0,58.56,3.72,-13.92,8.42,66.43,44.58
1085,325500.0,64.36,4.26,-13.95,8.42,66.51,44.45
1086,325800.0,70.15,4.8,-13.97,8.42,66.59,44.32
1087,326100.0,75.95,5.34,-14.0,8.42,66.67,44.19
1088,326400.0,68.8,5.93,-14.08,8.42,66.19,45.62
1089,326700.0,66.67,5.45,-13.75,8.41,66.24,45.78
1090,327000.0,62.61,5.26,-13.7,8.42,66.67,45.27
1091,327300.0,56.0,4.97,-13.7,8.42,67.33,44.56
1092,327600.0,49.0,4.27,-1.59,8.43,67.36,44.1
1093,327900.0,43.85,4.29,-0.89,8.41,67.47,44.31
1094,328200.0,40.03,4.22,-0.18,8.42,67.19,44.7
1095,328500.0,37.19,4.69,0.12,8.43,66.73,44.72
1096,328800.0,35.53,4.96,0.48,8.43,66.48,44.17
1097,329100.0,35.11,5.71,-0.27,8.43,65.99,45.02
1098,329400.0,32.92,4.43,0.75,8.42,65.66,45.39
1099,329700.0,30.58,5.12,0.43,8.42,65.38,45.95
1100,330000.0,28.02,4.73,-0.01,8.42,65.06,46.51
1101,330300.0,25.45,4.29,-0.44,8.42,64.74,47.07
1102,330600.0,22.61,3.94,-0.84,8.42,64.5,47.36
1103,330900.0,21.36,4.21,-7.19,8.42,64.6,47.79
1104,331200.0,21.05,4.52,-15.43,8.42,64.65,48.69
1105,331500.0,20.74,4.83,-23.67,8.42,64.71,49.58
1106,331800.0,19.47,4.34,-2.32,8.42,64.58,50.26
1107,332100.0,16.81,4.19,-1.82,8.42,64.26,50.66
1108,332400.0,14.15,4.02,-1.08,8.42,64.04,50.6
1109,332700.0,12.08,5.15,-0.71,8.42,63.75,51.04
1110,333000.0,10.81,5.53,-16.63,8.41,63.4,51.54
1111,333300.0,9.6,5.81,-27.4,8.41,63.06,52.26
1112,333600.0,8.48,6.02,-27.4,8.42,62.76,53.37
1113,333900.0,5.9,5.33,-14.06,8.42,62.46,54.23
1114,334200.0,3.25,4.58,-1.13,8.42,62.13,55.03
1115,334500.0,2.9,5.14,-15.3,8.41,61.69,55.98
1116,334800.0,2.45,5.23,-27.44,8.41,61.28,56.89
1117,335100.0,1.78,4.88,-27.47,8.41,61.0,58.1
1118,335400.0,1.21,5.3,-27.42,8.41,60.69,59.5
1119,335700.0,0.64,5.71,-27.38,8.41,60.37,60.89
1120,336000.0,0.07,6.13,-27.33,8.41,60.06,62.29
1121,336300.0,-0.38,5.62,-27.38,8.41,59.73,63.57
1122,336600.0,-0.4,5.51,-27.5,8.41,59.49,64.61
1123,336900.0,-0.42,5.58,-27.77,8.41,59.26,65.36
1124,337200.0,-0.5,5.2,-27.5,8.41,59.03,66.02
1125,337500.0,-0.54,4.55,-27.46,8.41,58.88,66.3
1126,337800.0,-0.58,3.9,-27.42,8.41,58.73,66.57
1127,338100.0,-0.57,3.47,-27.41,8.41,58.63,66.68
1128,338400.0,-0.49,3.49,-27.46,8.41,58.62,66.43
1129,338700.0,-0.41,3.52,-27.5,8.41,58.61,66.18
1130,339000.0,-0.46,2.88,-27.38,8.4,58.55,66.24
1131,339300.0,-0.5,2.45,-27.3,8.4,58.48,66.3
1132,339600.0,-0.5,2.59,-27.3,8.41,58.41,66.31
1133,339900.0,-0.5,2.73,-27.3,8.41,58.33,66.33
1134,340200.0,-0.5,2.72,-27.4,8.41,58.13,66.85
1135,340500.0,-0.5,2.69,-27.51,8.41,57.93,67.42
1136,340800.0,-0.5,2.67,-27.57,8.41,57.76,67.96
1137,341100.0,-0.52,2.74,-27.43,8.4,57.76,68.17
1138,341400.0,-0.55,2.85,-27.34,8.4,57.74,68.33
1139,341700.0,-0.58,2.95,-27.25,8.4,57.72,68.49
1140,342000.0,-0.58,3.21,-27.22,8.4,57.65,68.68
1141,342300.0,-0.54,3.61,-27.26,8.4,57.54,68.9
1142,342600.0,-0.49,3.9,-27.3,8.4,57.41,69.12
1143,342900.0,-0.4,3.13,-27.35,8.4,57.2,69.48
1144,343200.0,-0.4,2.65,-27.48,8.4,57.05,70.18
1145,343500.0,-0.4,3.74,-27.23,8.4,56.86,70.72
1146,343800.0,-0.5,2.55,-27.3,8.4,56.62,71.65
1147,344100.0,-0.5,2.84,-27.3,8.4,56.53,71.9
1148,344400.0,-0.31,2.27,-27.13,8.39,56.47,71.86
1149,344700.0,-0.4,2.43,-27.4,8.41,56.3,72.45
1150,345000.0,-0.4,3.16,-27.4,8.4,56.4,72.15
1151,345300.0,-0.5,3.33,-27.3,8.4,56.39,72.12
1152,345600.0,-0.65,3.23,-27.15,8.39,56.33,72.23
1153,345900.0,-0.62,2.64,-27.36,8.39,56.34,71.74
1154,346200.0,-0.45,3.07,-27.4,8.39,55.97,72.59
1155,346500.0,-0.46,2.78,-27.34,8.39,55.74,73.1
1156,346800.0,-0.56,3.06,-27.36,8.39,55.62,73.39
1157,347100.0,-0.43,2.94,-27.34,8.39,55.6,73.47
1158,347400.0,-0.3,2.51,-27.3,8.39,55.56,73.84
1159,347700.0,-0.31,2.57,-27.3,8.39,55.42,74.68
1160,348000.0,-0.32,2.64,-27.3,8.39,55.28,75.52
1161,348300.0,-0.33,2.7,-27.3,8.39,55.14,76.36
1162,348600.0,-0.33,2.77,-27.3,8.39,55.01,77.2
1163,348900.0,-0.34,2.83,-27.3,8.39,54.87,78.04
1164,349200.0,-0.35,2.9,-27.3,8.39,54.73,78.88
1165,349500.0,-0.36,2.96,-27.3,8.39,54.59,79.72
1166,349800.0,-0.36,3.02,-27.3,8.39,54.45,80.56
1167,350100.0,-0.37,3.09,-27.3,8.39,54.32,81.4
1168,350400.0,-0.38,3.15,-27.3,8.39,54.18,82.24
1169,350700.0,-0.39,3.22,-27.3,8.39,54.04,83.08
1170,351000.0,-0.39,3.28,-27.3,8.39,53.9,83.92
1171,351300.0,-0.4,4.15,-27.48,8.38,53.76,85.18
1172,351600.0,-0.3,3.42,-27.42,8.38,53.62,86.57
1173,351900.0,-0.38,4.08,-27.44,8.39,53.51,87.97
1174,352200.0,-0.5,3.73,-27.2,8.39,53.33,89.5
1175,352500.0,-0.45,4.05,-27.3,8.38,53.22,90.27
1176,352800.0,-0.4,4.37,-27.41,8.38,53.12,91.01
1177,353100.0,-0.42,4.43,-27.55,8.38,53.04,91.22
1178,353400.0,-0.45,4.63,-27.46,8.38,52.96,91.56
1179,353700.0,-0.47,4.83,-27.38,8.39,52.89,91.9
1180,354000.0,-0.5,5.03,-27.3,8.39,52.81,92.25
1181,354300.0,-0.5,5.3,-27.38,8.39,52.69,92.83
1182,354600.0,-0.5,5.57,-27.47,8.38,52.58,93.4
1183,354900.0,-0.45,3.25,-27.4,8.38,52.44,93.83
1184,355200.0,-0.57,5.09,-27.47,8.38,52.29,94.46
1185,355500.0,-0.49,5.23,-27.39,8.38,52.15,95.09
1186,355800.0,-0.42,5.38,-27.32,8.39,52.02,95.71
1187,356100.0,-0.34,5.52,-27.24,8.39,51.89,96.34
1188,356400.0,-0.45,4.67,-27.25,8.39,51.74,96.94
1189,356700.0,-0.49,4.55,-27.37,8.38,51.62,97.47
1190,357000.0,-0.3,5.93,-27.5,8.37,51.54,97.97
1191,357300.0,-0.3,6.04,-27.45,8.37,51.39,98.57
1192,357600.0,-0.33,5.31,-27.4,8.38,51.32,98.98
1193,357900.0,-0.37,5.33,-27.4,8.38,51.26,99.41
1194,358200.0,-0.5,5.42,-27.4,8.38,51.13,99.94
1195,358500.0,-0.6,5.67,-27.41,8.37,51.09,100.36
1196,358800.0,-0.6,4.59,-27.5,8.37,51.08,100.26
1197,359100.0,-0.6,3.5,-27.58,8.37,51.07,100.16
1198,359400.0,-0.31,3.47,-27.38,8.37,51.07,100.23
1199,359700.0,-0.46,3.48,-27.26,8.37,51.02,100.65
1200,360000.0,-0.3,3.78,-27.3,8.37,50.94,100.98
1201,360300.0,-0.45,4.09,-27.25,8.37,50.89,101.07
1202,360600.0,-0.52,4.42,-27.34,8.37,50.83,101.39
1203,360900.0,-0.57,4.35,-27.44,8.37,50.76,101.67
1204,361200.0,-0.51,4.89,-27.54,8.37,50.67,102.07
1205,361500.0,-0.39,5.61,-27.58,8.36,50.58,102.46
1206,361800.0,-0.38,5.62,-27.54,8.36,50.52,102.69
1207,362100.0,-0.37,5.63,-27.49,8.36,50.46,102.91
1208,362400.0,-0.36,5.64,-27.45,8.36,50.4,103.13
1209,362700.0,-0.35,5.64,-27.41,8.36,50.34,103.35
1210,363000.0,-0.34,5.65,-27.37,8.37,50.29,103.58
1211,363300.0,-0.33,5.66,-27.33,8.37,50.23,103.8
1212,363600.0,-0.32,5.66,-27.29,8.37,50.17,104.02
1213,363900.0,-0.31,5.67,-27.24,8.37,50.11,104.24
1214,364200.0,-0.3,5.68,-27.2,8.37,50.05,104.47
1215,364500.0,-0.53,5.29,-27.6,8.37,50.02,104.67
1216,364800.0,-0.6,5.53,-27.41,8.37,49.94,105.14
1217,365100.0,-0.37,4.54,-27.32,8.36,49.91,105.09
1218,365400.0,-0.38,4.27,-27.38,8.36,49.88,105.18
1219,365700.0,-0.48,4.32,-27.48,8.37,49.86,105.33
1220,366000.0,-0.59,4.37,-27.59,8.37,49.84,105.48
1221,366300.0,-0.56,4.33,-27.56,8.37,49.82,105.51
1222,366600.0,-0.51,4.29,-27.51,8.37,49.8,105.52
1223,366900.0,-0.47,4.24,-27.47,8.36,49.77,105.54
1224,367200.0,-0.42,4.2,-27.42,8.36,49.75,105.56
1225,367500.0,-0.53,4.75,-27.27,8.36,49.69,105.82
1226,367800.0,-0.52,4.57,-27.42,8.36,49.62,106.06
1227,368100.0,-0.55,4.88,-27.45,8.36,49.6,106.16
1228,368400.0,-0.61,4.58,-27.51,8.36,49.58,106.25
1229,368700.0,-0.66,4.27,-27.56,8.36,49.56,106.35
1230,369000.0,-0.34,3.96,-27.38,8.36,49.54,106.45
1231,369300.0,-0.51,4.72,-27.4,8.35,49.49,106.52
1232,369600.0,-0.49,4.05,-27.29,8.35,49.51,106.25
1233,369900.0,-0.49,3.75,-27.21,8.37,49.5,106.0
1234,370200.0,-0.41,4.13,-27.29,8.36,49.44,106.33
1235,370500.0,-0.33,4.51,-27.37,8.35,49.37,106.65
1236,370800.0,-0.26,4.03,-27.36,8.35,49.35,106.68
1237,371100.0,-0.22,3.44,-27.3,8.36,49.36,106.54
1238,371400.0,-0.47,3.95,-27.47,8.35,49.35,106.39
1239,371700.0,-0.51,3.78,-27.45,8.36,49.34,106.36
1240,372000.0,-0.33,4.48,-27.14,8.37,49.33,106.3
1241,372300.0,0.06,4.15,-27.17,8.36,49.32,106.3
1242,372600.0,0.47,3.66,-27.25,8.35,49.3,106.31
1243,372900.0,0.81,3.61,-27.24,8.35,49.28,106.42
1244,373200.0,1.47,4.96,-27.36,8.35,49.26,106.38
1245,373500.0,3.07,4.42,-27.15,8.35,49.19,106.8
1246,373800.0,6.43,4.06,-22.22,8.35,49.21,106.73
1247,374100.0,9.8,3.7,-17.29,8.35,49.23,106.66
1248,374400.0,13.16,3.34,-12.36,8.35,49.24,106.59
1249,374700.0,16.53,2.98,-7.43,8.35,49.26,106.52
1250,375000.0,19.89,2.61,-2.49,8.35,49.28,106.45
1251,375300.0,24.2,2.82,0.13,8.36,49.31,106.3
1252,375600.0,29.95,2.99,0.18,8.36,49.37,106.0
1253,375900.0,35.66,3.5,3.93,8.35,49.46,105.75
1254,376200.0,41.39,3.23,8.79,8.36,49.56,105.38
1255,376500.0,47.84,4.63,14.83,8.36,49.65,105.25
1256,376800.0,53.89,4.55,20.57,8.37,49.74,104.77
1257,377100.0,60.67,4.24,27.21,8.37,49.84,104.39
1258,377400.0,68.44,3.62,35.08,8.37,49.95,104.15
1259,377700.0,75.81,3.69,42.3,8.37,50.06,103.83
1260,378000.0,82.59,4.73,48.59,8.38,50.19,103.4
1261,378300.0,90.22,5.13,56.0,8.39,50.31,102.98
1262,378600.0,99.06,4.6,65.03,8.39,50.41,102.6
1263,378900.0,106.92,4.32,68.88,8.39,50.56,101.98
1264,379200.0,113.66,4.85,62.89,8.4,50.73,101.4
1265,379500.0,120.14,4.57,56.01,8.4,50.88,100.74
1266,379800.0,127.19,4.33,49.66,8.4,51.0,100.15
1267,380100.0,134.87,4.92,44.57,8.4,51.11,99.69
1268,380400.0,142.98,4.45,40.18,8.4,51.29,99.12
1269,380700.0,150.84,3.88,36.57,8.4,51.51,98.41
1270,381000.0,157.86,4.29,33.41,8.41,51.73,97.62
1271,381300.0,164.88,4.69,30.25,8.41,51.95,96.83
1272,381600.0,172.11,4.78,27.5,8.41,52.08,96.32
1273,381900.0,178.22,6.69,24.85,8.4,52.24,95.47
1274,382200.0,185.63,5.19,21.98,8.41,52.36,95.0
1275,382500.0,192.8,4.57,19.88,8.41,52.54,94.32
1276,382800.0,199.96,3.94,17.77,8.41,52.72,93.64
1277,383100.0,207.13,3.32,15.66,8.41,52.91,92.97
1278,383400.0,214.13,2.89,13.63,8.41,53.1,92.25
1279,383700.0,220.3,3.44,12.01,8.41,53.33,91.38
1280,384000.0,226.48,4.0,10.39,8.41,53.56,90.5
1281,384300.0,232.65,4.55,8.76,8.41,53.79,89.63
1282,384600.0,238.51,4.66,7.55,8.41,54.01,88.69
1283,384900.0,244.35,4.76,6.35,8.41,54.22,87.75
1284,385200.0,250.47,4.91,5.21,8.41,54.48,87.12
1285,385500.0,255.87,4.77,4.85,8.41,54.81,85.86
1286,385800.0,261.19,4.49,3.61,8.41,55.05,85.04
1287,386100.0,266.53,4.07,2.36,8.41,55.29,84.22
1288,386400.0,271.68,4.39,1.64,8.41,55.51,83.26
1289,386700.0,276.81,4.74,0.94,8.41,55.74,82.29
1290,387000.0,282.0,4.54,0.8,8.42,55.96,81.91
1291,387300.0,286.29,3.95,-0.22,8.41,56.33,80.63
1292,387600.0,289.89,4.05,-2.26,8.41,56.66,79.37
1293,387900.0,293.38,4.54,-8.4,8.41,57.0,78.48
1294,388200.0,297.15,4.7,-13.77,8.41,57.3,77.62
1295,388500.0,302.5,5.65,-13.9,8.41,57.48,77.11
1296,388800.0,305.21,5.41,-13.82,8.41,57.75,76.2
1297,389100.0,307.79,4.84,-13.74,8.41,58.01,75.31
1298,389400.0,311.85,4.16,-13.94,8.42,58.23,74.55
1299,389700.0,314.61,3.39,-13.98,8.41,58.45,74.14
1300,390000.0,317.41,3.57,-13.93,8.41,58.77,73.19
1301,390300.0,320.2,3.75,-13.88,8.41,59.09,72.24
1302,390600.0,323.0,3.93,-13.83,8.41,59.4,71.29
1303,390900.0,325.61,4.0,-13.79,8.41,59.69,70.45
1304,391200.0,327.82,3.86,-13.75,8.41,59.89,69.87
1305,391500.0,330.03,3.72,-13.72,8.41,60.1,69.29
1306,391800.0,332.16,4.15,-13.71,8.41,60.3,68.64
1307,392100.0,332.66,3.9,-13.84,8.41,60.63,67.68
1308,392400.0,333.4,3.93,-13.9,8.41,60.93,66.75
1309,392700.0,334.37,4.23,-13.9,8.41,61.21,65.84
1310,393000.0,335.35,4.52,-13.9,8.41,61.48,64.92
1311,393300.0,336.32,4.82,-13.9,8.41,61.76,64.01
1312,393600.0,337.06,4.92,-13.84,8.41,62.02,63.34
1313,393900.0,337.87,4.29,-13.8,8.41,62.2,62.77
1314,394200.0,338.82,3.45,-13.8,8.42,62.35,62.15
1315,394500.0,339.45,3.35,-6.46,8.42,62.47,62.04
1316,394800.0,339.39,4.24,-9.23,8.41,62.77,60.57
1317,395100.0,338.91,3.97,-13.9,8.41,62.98,59.84
1318,395400.0,338.74,3.76,-13.86,8.41,63.19,59.55
1319,395700.0,338.52,4.35,-13.78,8.42,63.48,58.93
1320,396000.0,337.57,4.9,-13.74,8.42,63.64,58.72
1321,396300.0,336.68,4.82,-13.7,8.42,63.88,58.34
1322,396600.0,335.93,3.27,-13.7,8.42,64.3,57.59
1323,396900.0,330.91,5.42,-13.79,8.41,64.67,57.33
1324,397200.0,328.17,5.66,-13.79,8.41,64.82,56.9
1325,397500.0,325.91,5.49,-13.78,8.41,64.94,56.42
1326,397800.0,323.65,5.32,-13.77,8.41,65.06,55.95
1327,398100.0,321.39,5.15,-13.76,8.41,65.17,55.48
1328,398400.0,319.14,4.98,-13.74,8.41,65.29,55.01
1329,398700.0,316.88,4.81,-13.73,8.41,65.41,54.53
1330,399000.0,314.62,4.64,-13.72,8.41,65.53,54.06
1331,399300.0,312.36,4.46,-13.71,8.41,65.65,53.59
1332,399600.0,310.09,4.24,-13.7,8.41,65.81,53.07
1333,399900.0,307.8,3.46,-13.7,8.41,66.39,52.12
1334,400200.0,305.22,2.92,-13.71,8.41,66.9,51.23
1335,400500.0,299.72,5.0,-13.77,8.42,66.72,50.99
1336,400800.0,295.55,5.83,-13.82,8.42,66.75,50.6
1337,401100.0,292.76,5.34,-13.85,8.42,67.01,50.08
1338,401400.0,289.98,4.85,-13.89,8.42,67.27,49.55
1339,401700.0,286.84,4.7,-14.03,8.42,67.55,48.85
1340,402000.0,283.45,4.65,-14.18,8.41,67.82,48.13
1341,402300.0,274.09,4.11,-13.96,8.41,67.75,47.98
1342,402600.0,251.83,3.66,-13.84,8.41,67.69,48.05
1343,402900.0,187.69,3.26,-14.03,8.41,67.85,47.91
1344,403200.0,106.41,5.23,-13.89,8.42,67.7,47.9
1345,403500.0,61.58,6.1,-13.81,8.41,67.5,47.97
1346,403800.0,55.5,5.91,-13.8,8.41,67.42,47.99
1347,404100.0,54.7,5.59,-13.8,8.42,67.36,48.01
1348,404400.0,52.96,4.76,-10.18,8.42,67.53,47.69
1349,404700.0,51.08,3.86,-6.06,8.42,67.74,47.32
1350,405000.0,49.21,2.96,-1.93,8.42,67.94,46.95
1351,405300.0,49.22,2.82,-8.04,8.42,68.13,46.52
1352,405600.0,48.99,4.8,-5.79,8.42,68.24,45.64
1353,405900.0,49.31,5.92,-0.54,8.42,67.83,45.85
1354,406200.0,50.51,5.69,-0.89,8.42,67.2,46.81
1355,406500.0,49.96,5.39,-2.68,8.42,67.07,47.03
1356,406800.0,48.55,5.07,-5.18,8.42,67.18,46.88
1357,407100.0,47.15,4.74,-7.68,8.41,67.29,46.73
1358,407400.0,45.75,4.42,-10.18,8.41,67.41,46.58
1359,407700.0,44.34,4.09,-12.68,8.41,67.52,46.43
1360,408000.0,45.9,4.07,-14.02,8.41,67.69,46.06
1361,408300.0,50.79,4.4,-14.07,8.42,67.91,45.44
1362,408600.0,52.58,4.42,-13.91,8.42,68.05,45.17
1363,408900.0,51.53,4.09,-13.61,8.41,68.03,45.29
1364,409200.0,52.38,3.76,-13.65,8.41,67.86,45.38
1365,409500.0,53.24,3.44,-13.68,8.42,67.69,45.48
1366,409800.0,54.86,4.7,-13.82,8.42,67.52,45.44
1367,410100.0,58.68,3.85,-13.73,8.41,67.64,45.13
1368,410400.0,69.59,3.5,-13.92,8.42,67.47,45.4
1369,410700.0,75.09,3.45,-13.98,8.42,67.35,45.61
1370,411000.0,77.34,3.34,-13.95,8.42,67.28,45.74
1371,411300.0,79.59,3.23,-13.93,8.41,67.22,45.87
1372,411600.0,81.33,3.18,-13.9,8.41,67.16,46.01
1373,411900.0,75.12,4.09,-13.82,8.41,67.13,46.34
1374,412200.0,68.91,5.0,-13.75,8.42,67.1,46.67
1375,412500.0,62.46,5.34,-11.73,8.42,66.99,46.95
1376,412800.0,55.27,4.04,-4.04,8.42,66.65,47.11
1377,413100.0,52.72,4.99,-11.58,8.43,66.19,47.63
1378,413400.0,49.2,5.36,-11.05,8.43,66.04,47.8
1379,413700.0,45.12,5.44,-7.85,8.43,65.95,47.89
1380,414000.0,41.04,5.52,-4.64,8.42,65.87,47.98
1381,414300.0,36.96,5.6,-1.44,8.42,65.78,48.07
1382,414600.0,32.9,5.64,1.12,8.42,65.69,48.15
1383,414900.0,29.15,4.91,-7.97,8.42,65.58,48.24
1384,415200.0,25.41,4.17,-17.05,8.42,65.46,48.32
1385,415500.0,21.66,3.44,-26.14,8.42,65.34,48.4
1386,415800.0,20.28,3.75,1.69,8.42,65.15,48.51
1387,416100.0,19.78,4.27,1.44,8.43,64.79,49.14
1388,416400.0,19.26,4.76,1.2,8.43,64.43,49.76
1389,416700.0,18.34,4.76,1.11,8.43,64.2,50.23
1390,417000.0,17.42,4.76,1.03,8.42,63.97,50.7
1391,417300.0,16.41,5.13,1.0,8.42,63.73,51.01
1392,417600.0,15.35,5.8,1.11,8.42,63.48,51.24
1393,417900.0,14.37,5.09,1.47,8.42,63.2,51.53
1394,418200.0,13.05,5.73,1.62,8.41,63.06,51.76
1395,418500.0,12.06,5.83,-27.53,8.42,62.92,51.8
1396,418800.0,10.96,5.92,-27.5,8.42,62.62,52.09
1397,419100.0,9.96,5.49,-27.41,8.41,62.49,52.48
1398,419400.0,8.71,5.55,-27.44,8.41,62.27,52.81
1399,419700.0,7.41,5.71,-27.49,8.41,62.02,53.11
1400,420000.0,6.56,6.36,-27.7,8.41,61.86,53.12
1401,420300.0,5.24,5.13,-27.57,8.42,61.7,53.54
1402,420600.0,4.26,5.17,-27.39,8.42,61.45,54.05
1403,420900.0,3.01,5.61,-27.23,8.41,61.28,54.27
1404,421200.0,2.01,5.63,-27.2,8.41,61.1,54.56
1405,421500.0,1.06,5.56,-27.2,8.42,60.93,54.86
1406,421800.0,0.53,5.48,-27.41,8.41,60.77,55.04
1407,422100.0,-0.02,4.59,-27.44,8.41,60.58,55.41
1408,422400.0,-0.37,4.52,-27.34,8.41,60.39,55.78
1409,422700.0,-0.42,4.76,-27.34,8.41,60.21,56.24
1410,423000.0,-0.31,5.17,-27.41,8.41,60.03,56.75
1411,423300.0,-0.53,5.22,-27.67,8.41,59.9,57.08
1412,423600.0,-0.6,4.66,-27.59,8.41,59.78,57.41
1413,423900.0,-0.6,4.57,-27.56,8.41,59.65,57.74
1414,424200.0,-0.6,4.48,-27.52,8.41,59.52,58.06
1415,424500.0,-0.6,4.39,-27.49,8.41,59.4,58.38
1416,424800.0,-0.6,4.29,-27.46,8.41,59.27,58.71
1417,425100.0,-0.6,4.2,-27.43,8.41,59.15,59.03
1418,425400.0,-0.6,4.11,-27.4,8.41,59.02,59.35
1419,425700.0,-0.56,4.19,-27.27,8.41,58.88,59.77
1420,426000.0,-0.52,4.28,-27.15,8.41,58.74,60.18
1421,426300.0,-0.46,4.11,-27.25,8.41,58.62,60.47
1422,426600.0,-0.4,3.78,-27.5,8.4,58.51,60.68
1423,426900.0,-0.4,3.92,-27.5,8.4,58.37,61.07
1424,427200.0,-0.4,4.05,-27.5,8.4,58.24,61.47
1425,427500.0,-0.45,4.05,-27.55,8.4,58.12,61.74
1426,427800.0,-0.5,3.69,-27.45,8.4,58.0,62.05
1427,428100.0,-0.5,4.16,-27.52,8.4,57.9,62.4
1428,428400.0,-0.43,4.7,-27.47,8.4,57.81,62.57
1429,428700.0,-0.33,4.06,-27.33,8.4,57.68,62.93
1430,429000.0,-0.35,3.72,-27.32,8.4,57.58,63.21
1431,429300.0,-0.41,3.64,-27.36,8.4,57.48,63.43
1432,429600.0,-0.47,3.55,-27.39,8.4,57.39,63.65
1433,429900.0,-0.4,4.0,-27.29,8.4,57.28,63.9
1434,430200.0,-0.4,3.73,-27.2,8.39,57.21,64.06
1435,430500.0,-0.53,4.58,-27.43,8.4,57.08,64.39
1436,430800.0,-0.58,3.71,-27.48,8.4,56.98,64.56
1437,431100.0,-0.62,3.81,-27.54,8.39,56.88,64.92
