,time,photovoltaic_current,wind_speed,battery_current,battery_voltage,temperature,humidity
172,51600.0,334.55,4.35,-14.12,8.43,65.98,39.7
173,51900.0,332.55,4.33,-14.14,8.43,66.13,39.56
174,52200.0,330.55,4.32,-14.15,8.43,66.28,39.41
175,52500.0,328.55,4.3,-14.16,8.42,66.42,39.26
176,52800.0,326.56,4.29,-14.17,8.42,66.57,39.11
177,53100.0,324.56,4.27,-14.18,8.42,66.72,38.97
178,53400.0,322.56,4.26,-14.2,8.42,66.86,38.82
179,53700.0,319.8,4.26,-14.21,8.42,66.96,38.77
180,54000.0,316.67,4.26,-14.22,8.42,67.04,38.76
181,54300.0,313.54,4.27,-14.24,8.42,67.11,38.76
182,54600.0,310.41,4.28,-14.25,8.42,67.19,38.75
183,54900.0,307.28,4.29,-14.26,8.42,67.27,38.75
184,55200.0,304.15,4.29,-14.27,8.42,67.34,38.74
185,55500.0,301.02,4.3,-14.29,8.42,67.42,38.73
186,55800.0,297.76,4.27,-14.3,8.42,67.49,38.7
187,56100.0,292.7,3.66,-14.23,8.42,67.56,38.32
188,56400.0,287.67,3.03,-14.26,8.42,67.62,38.12
189,56700.0,272.78,3.28,-14.24,8.42,68.23,37.85
190,57000.0,232.23,3.4,-1.33,8.44,68.94,37.26
191,57300.0,207.22,3.43,-0.33,8.44,68.89,37.2
192,57600.0,182.2,3.45,0.67,8.44,68.84,37.15
193,57900.0,157.19,3.48,1.67,8.44,68.79,37.09
194,58200.0,132.17,3.5,2.66,8.43,68.74,37.04
195,58500.0,107.16,3.53,3.66,8.43,68.69,36.99
196,58800.0,82.14,3.55,4.66,8.43,68.64,36.93
197,59100.0,57.12,3.58,5.66,8.43,68.6,36.88
198,59400.0,43.4,3.61,4.37,8.43,68.61,36.8
199,59700.0,42.74,3.65,0.43,8.43,68.68,36.68
200,60000.0,42.09,3.68,-3.5,8.43,68.76,36.57
201,60300.0,41.44,3.72,-7.44,8.42,68.84,36.45
202,60600.0,40.78,3.76,-11.38,8.42,68.91,36.34
203,60900.0,40.14,3.66,-14.28,8.42,68.86,36.3
204,61200.0,39.51,3.17,-14.22,8.44,68.43,36.47
205,61500.0,39.47,3.15,-14.26,8.44,68.76,36.12
206,61800.0,39.72,3.37,-14.34,8.43,69.48,35.51
207,62100.0,41.55,3.52,-14.39,8.43,70.0,35.07
208,62400.0,47.92,3.49,-14.37,8.43,69.94,35.16
209,62700.0,54.28,3.46,-14.35,8.43,69.87,35.24
210,63000.0,60.65,3.43,-14.33,8.43,69.81,35.33
211,63300.0,67.01,3.4,-14.3,8.43,69.74,35.41
212,63600.0,73.37,3.37,-14.28,8.42,69.68,35.5
213,63900.0,79.74,3.35,-14.26,8.42,69.61,35.58
214,64200.0,86.1,3.32,-14.24,8.42,69.55,35.67
215,64500.0,92.46,3.29,-14.21,8.42,69.48,35.75
216,64800.0,98.74,3.53,-14.2,8.42,69.19,35.92
217,65100.0,104.91,4.1,-14.2,8.42,68.62,36.19
218,65400.0,102.64,4.66,-14.2,8.43,68.57,36.54
219,65700.0,96.33,4.94,-14.13,8.44,68.88,36.51
220,66000.0,89.76,4.83,-14.21,8.43,68.77,36.76
221,66300.0,82.8,4.83,-14.34,8.43,68.56,36.98
222,66600.0,75.8,5.11,-14.4,8.42,68.56,36.99
223,66900.0,68.8,5.4,-14.47,8.42,68.56,37.0
224,67200.0,62.85,5.42,-13.38,8.42,68.5,37.1
225,67500.0,58.14,5.15,-10.91,8.42,68.37,37.3
226,67800.0,53.43,4.87,-8.45,8.42,68.23,37.5
227,68100.0,48.71,4.6,-5.99,8.43,68.1,37.7
228,68400.0,44.0,4.32,-3.53,8.43,67.97,37.9
229,68700.0,38.7,5.0,-1.06,8.43,67.94,37.91
230,69000.0,31.58,4.05,-15.17,8.44,67.83,37.9
231,69300.0,28.37,3.82,-2.96,8.43,67.89,37.78
232,69600.0,27.92,3.99,1.6,8.43,67.67,37.9
233,69900.0,27.47,4.16,0.55,8.44,67.44,38.08
234,70200.0,29.15,4.19,-2.69,8.44,67.33,38.35
235,70500.0,31.2,4.21,-6.32,8.44,67.25,38.63
236,70800.0,33.25,4.23,-9.94,8.43,67.16,38.92
237,71100.0,35.3,4.25,-13.57,8.43,67.08,39.2
238,71400.0,33.77,3.45,-14.2,8.44,66.8,39.68
239,71700.0,33.12,3.36,-14.15,8.43,66.88,39.57
240,72000.0,32.34,3.28,-13.96,8.43,66.95,39.48
241,72300.0,29.06,3.54,-11.21,8.43,66.87,39.59
242,72600.0,25.79,3.8,-8.46,8.44,66.79,39.7
243,72900.0,22.51,4.06,-5.71,8.44,66.71,39.81
244,73200.0,19.28,4.28,-3.1,8.44,66.63,39.91
245,73500.0,16.85,3.67,-3.17,8.43,66.54,39.96
246,73800.0,14.81,4.23,-22.5,8.43,66.63,39.71
247,74100.0,15.06,3.9,-9.56,8.43,66.52,40.27
248,74400.0,14.36,3.9,-2.23,8.43,66.27,40.57
249,74700.0,12.84,3.92,-27.69,8.44,65.88,40.88
250,75000.0,10.45,4.01,-17.88,8.43,65.52,41.29
251,75300.0,8.26,4.35,-6.31,8.43,65.11,41.79
252,75600.0,7.27,4.25,-27.6,8.42,64.65,42.34
253,75900.0,6.67,4.24,-27.62,8.42,64.4,42.39
254,76200.0,6.06,4.24,-27.63,8.42,64.15,42.43
255,76500.0,5.46,4.23,-27.65,8.42,63.9,42.47
256,76800.0,4.85,4.23,-27.66,8.42,63.65,42.52
257,77100.0,4.25,4.22,-27.68,8.42,63.4,42.56
258,77400.0,3.64,4.22,-27.69,8.42,63.15,42.61
259,77700.0,3.04,4.21,-27.71,8.42,62.9,42.65
260,78000.0,2.43,4.21,-27.72,8.42,62.65,42.69
261,78300.0,1.83,4.2,-27.74,8.42,62.4,42.74
262,78600.0,1.22,4.2,-27.75,8.42,62.14,42.78
263,78900.0,0.62,4.19,-27.77,8.42,61.89,42.82
264,79200.0,0.01,4.19,-27.78,8.42,61.64,42.87
265,79500.0,-0.6,4.18,-27.8,8.42,61.39,42.91
266,79800.0,-0.7,4.07,-27.77,8.42,61.23,43.02
267,80100.0,-0.7,3.93,-27.72,8.42,61.09,43.13
268,80400.0,-0.75,3.96,-27.7,8.42,60.92,43.27
269,80700.0,-0.49,5.22,-27.78,8.42,60.74,43.38
270,81000.0,-0.47,5.06,-27.66,8.42,60.62,43.5
271,81300.0,-0.7,3.71,-27.6,8.42,60.47,43.8
272,81600.0,-0.7,4.27,-27.6,8.42,60.27,43.99
273,81900.0,-0.7,4.83,-27.6,8.41,60.07,44.17
274,82200.0,-0.5,5.33,-27.7,8.41,59.83,44.38
275,82500.0,-0.55,4.89,-27.86,8.42,59.65,44.61
276,82800.0,-0.5,5.28,-27.89,8.42,59.5,44.88
277,83100.0,-0.5,4.87,-27.75,8.41,59.32,45.18
278,83400.0,-0.5,4.45,-27.61,8.41,59.15,45.48
279,83700.0,-0.51,4.12,-27.52,8.41,59.0,45.72
280,84000.0,-0.57,4.1,-27.63,8.41,58.95,45.74
281,84300.0,-0.62,4.08,-27.74,8.41,58.91,45.76
282,84600.0,-0.68,4.06,-27.86,8.41,58.86,45.78
283,84900.0,-0.64,3.78,-27.75,8.41,58.76,45.88
284,85200.0,-0.54,3.32,-27.5,8.41,58.62,46.04
285,85500.0,-0.52,3.68,-27.46,8.41,58.47,46.15
286,85800.0,-0.56,4.59,-27.57,8.4,58.3,46.23
287,86100.0,-0.59,5.49,-27.68,8.4,58.13,46.3
288,86400.0,-0.6,5.33,-27.7,8.4,57.96,46.43
289,86700.0,-0.6,4.89,-27.7,8.41,57.79,46.58
290,87000.0,-0.6,4.44,-27.7,8.41,57.61,46.72
291,87300.0,-0.68,4.12,-27.62,8.4,57.54,46.65
292,87600.0,-0.8,2.83,-27.6,8.4,57.57,46.65
293,87900.0,-0.55,3.99,-27.68,8.4,57.43,46.63
294,88200.0,-0.63,3.87,-27.7,8.41,57.29,46.67
295,88500.0,-0.77,4.05,-27.68,8.41,57.16,46.72
296,88800.0,-0.6,3.67,-27.6,8.4,57.09,46.68
297,89100.0,-0.53,3.61,-27.46,8.4,57.06,46.7
298,89400.0,-0.46,3.57,-27.32,8.41,57.03,46.73
299,89700.0,-0.38,3.46,-27.29,8.41,56.99,46.78
300,90000.0,-0.34,3.29,-27.61,8.4,56.9,46.93
301,90300.0,-0.45,3.52,-27.62,8.4,56.85,47.03
302,90600.0,-0.55,3.75,-27.64,8.4,56.8,47.13
303,90900.0,-0.66,3.99,-27.66,8.4,56.75,47.23
304,91200.0,-0.77,4.22,-27.68,8.4,56.69,47.33
305,91500.0,-0.87,4.45,-27.7,8.4,56.64,47.43
306,91800.0,-0.42,3.7,-27.6,8.4,56.41,47.74
307,92100.0,-0.41,3.67,-27.63,8.4,56.3,47.94
308,92400.0,-0.43,3.68,-27.66,8.4,56.19,48.13
309,92700.0,-0.45,3.69,-27.69,8.4,56.08,48.31
310,93000.0,-0.46,3.7,-27.72,8.4,55.97,48.5
311,93300.0,-0.48,3.71,-27.75,8.4,55.87,48.69
312,93600.0,-0.49,3.72,-27.79,8.4,55.76,48.88
313,93900.0,-0.55,3.78,-27.8,8.4,55.74,49.04
314,94200.0,-0.63,3.89,-27.8,8.4,55.79,49.2
315,94500.0,-0.66,3.91,-27.76,8.4,55.83,49.28
316,94800.0,-0.52,2.63,-27.77,8.39,55.8,49.35
317,95100.0,-0.57,3.44,-27.67,8.4,55.67,49.61
318,95400.0,-0.6,3.86,-27.66,8.4,55.53,49.88
319,95700.0,-0.6,3.51,-27.82,8.39,55.37,50.18
320,96000.0,-0.6,3.16,-27.99,8.39,55.2,50.48
321,96300.0,-0.5,3.15,-27.6,8.4,55.18,50.67
322,96600.0,-0.5,3.78,-27.6,8.4,55.09,50.93
323,96900.0,-0.5,4.41,-27.6,8.39,55.01,51.19
324,97200.0,-0.5,5.04,-27.6,8.39,54.93,51.45
325,97500.0,-0.43,4.42,-27.57,8.39,54.86,51.72
326,97800.0,-0.5,3.89,-27.69,8.38,54.81,51.93
327,98100.0,-0.52,3.84,-27.7,8.38,54.78,52.16
328,98400.0,-0.55,3.82,-27.7,8.38,54.75,52.39
329,98700.0,-0.57,3.81,-27.7,8.39,54.72,52.61
330,99000.0,-0.6,3.79,-27.7,8.39,54.69,52.84
331,99300.0,-0.89,3.9,-27.61,8.39,54.67,52.96
332,99600.0,-0.83,4.35,-27.74,8.39,54.62,53.19
333,99900.0,-0.74,4.55,-27.76,8.39,54.53,53.51
334,100200.0,-0.63,4.52,-27.67,8.39,54.42,53.89
335,100500.0,-0.52,4.48,-27.59,8.38,54.31,54.28
336,100800.0,-0.41,4.44,-27.51,8.38,54.2,54.66
337,101100.0,-0.53,3.87,-27.73,8.38,54.21,54.82
338,101400.0,-0.59,3.92,-27.79,8.38,54.25,54.91
339,101700.0,-0.57,4.21,-27.8,8.38,54.2,55.08
340,102000.0,-0.53,4.54,-27.8,8.38,54.13,55.26
341,102300.0,-0.5,4.8,-27.8,8.38,54.07,55.46
342,102600.0,-0.53,4.42,-27.75,8.38,53.94,55.83
343,102900.0,-0.55,4.05,-27.7,8.38,53.81,56.21
344,103200.0,-0.58,3.67,-27.65,8.38,53.69,56.58
345,103500.0,-0.59,3.37,-27.6,8.38,53.57,56.95
346,103800.0,-0.44,3.79,-27.65,8.38,53.51,57.18
347,104100.0,-0.31,4.14,-27.71,8.38,53.45,57.41
348,104400.0,-0.48,3.65,-27.88,8.37,53.43,57.55
349,104700.0,-0.46,3.31,-27.72,8.37,53.4,57.68
350,105000.0,-0.67,3.55,-27.81,8.38,53.3,57.89
351,105300.0,-0.64,3.67,-27.83,8.38,53.19,58.11
352,105600.0,-0.6,3.8,-27.85,8.38,53.09,58.33
353,105900.0,-0.56,3.93,-27.87,8.38,52.98,58.54
354,106200.0,-0.52,4.05,-27.89,8.38,52.88,58.76
355,106500.0,-0.5,3.89,-27.67,8.37,52.8,58.97
356,106800.0,-0.54,3.82,-27.52,8.37,52.74,59.18
357,107100.0,-0.6,3.96,-27.55,8.38,52.69,59.4
358,107400.0,-0.67,4.1,-27.58,8.38,52.64,59.62
359,107700.0,-0.4,4.48,-27.5,8.38,52.57,59.78
360,108000.0,-0.49,3.99,-27.5,8.38,52.52,60.03
361,108300.0,-0.57,3.5,-27.5,8.38,52.48,60.27
362,108600.0,-0.66,3.8,-27.56,8.38,52.42,60.55
363,108900.0,-0.76,4.52,-27.66,8.38,52.37,60.85
364,109200.0,-0.68,4.69,-27.62,8.38,52.33,61.04
365,109500.0,-0.5,4.56,-27.5,8.38,52.3,61.16
366,109800.0,-0.46,4.43,-27.57,8.38,52.23,61.43
367,110100.0,-0.43,4.29,-27.65,8.38,52.15,61.7
368,110400.0,-0.52,4.53,-27.7,8.37,52.09,61.96
369,110700.0,-0.56,4.66,-27.7,8.37,52.08,62.2
370,111000.0,-0.51,4.53,-27.7,8.37,52.07,62.43
371,111300.0,-0.59,4.29,-27.61,8.37,52.07,62.47
372,111600.0,-0.56,4.54,-27.7,8.36,52.08,62.63
373,111900.0,-0.76,4.51,-27.49,8.37,52.08,62.68
374,112200.0,-0.59,3.85,-27.71,8.36,52.03,62.81
375,112500.0,-0.64,4.55,-28.01,8.36,52.01,62.83
376,112800.0,-0.49,5.07,-27.89,8.37,52.03,62.75
377,113100.0,-0.27,4.8,-27.73,8.37,52.05,62.6
378,113400.0,-0.08,4.02,-27.77,8.37,52.04,62.44
379,113700.0,0.51,4.21,-27.65,8.37,52.03,62.34
380,114000.0,1.09,4.4,-27.52,8.37,52.02,62.25
381,114300.0,1.71,3.21,-27.8,8.37,51.96,62.26
382,114600.0,3.65,4.19,-27.67,8.36,51.97,62.09
383,114900.0,7.28,4.67,-27.64,8.36,51.97,61.98
384,115200.0,13.42,4.41,-27.74,8.36,51.96,61.94
385,115500.0,18.83,4.23,-18.46,8.36,51.95,61.92
386,115800.0,21.81,4.2,-2.0,8.37,51.94,61.94
387,116100.0,19.32,4.31,-13.67,8.37,51.92,62.05
388,116400.0,16.82,4.42,-25.35,8.37,51.9,62.16
389,116700.0,27.53,4.81,-13.61,8.37,51.89,62.23
390,117000.0,41.75,5.28,4.34,8.38,51.87,62.3
391,117300.0,55.96,5.74,22.3,8.38,51.85,62.37
392,117600.0,51.49,4.05,17.96,8.38,51.89,62.48
393,117900.0,46.56,4.05,13.37,8.38,51.87,62.64
394,118200.0,41.62,4.05,8.78,8.38,51.85,62.8
395,118500.0,36.68,4.05,4.19,8.38,51.83,62.97
396,118800.0,33.83,4.09,1.52,8.38,51.83,63.06
397,119100.0,40.91,4.34,7.97,8.38,51.95,62.86
398,119400.0,47.99,4.58,14.43,8.39,52.07,62.66
399,119700.0,55.06,4.82,20.88,8.39,52.19,62.46
400,120000.0,91.37,4.29,46.93,8.39,52.28,62.25
401,120300.0,124.74,4.23,65.35,8.4,52.42,62.01
402,120600.0,107.52,4.38,55.29,8.4,52.51,61.85
403,120900.0,90.3,4.53,45.23,8.4,52.6,61.68
404,121200.0,73.08,4.68,35.17,8.4,52.69,61.52
405,121500.0,61.91,4.91,28.5,8.4,52.81,61.41
406,121800.0,61.66,5.32,27.94,8.4,52.97,61.43
407,122100.0,67.2,4.95,32.99,8.41,53.16,61.33
408,122400.0,74.64,4.33,39.88,8.42,53.35,61.2
409,122700.0,109.47,4.47,40.1,8.42,53.57,61.19
410,123000.0,94.76,4.42,42.74,8.41,53.82,61.15
411,123300.0,108.36,4.6,39.2,8.41,54.0,60.94
412,123600.0,148.54,4.98,32.21,8.42,54.14,60.71
413,123900.0,188.72,5.37,25.22,8.42,54.28,60.47
414,124200.0,214.28,5.28,21.01,8.42,54.47,60.11
415,124500.0,227.4,4.77,19.18,8.42,54.7,59.64
416,124800.0,240.51,4.26,17.35,8.41,54.93,59.17
417,125100.0,253.63,3.75,15.52,8.41,55.16,58.7
418,125400.0,255.04,5.39,14.05,8.42,55.41,58.22
419,125700.0,253.42,4.95,12.63,8.42,55.6,57.87
420,126000.0,252.22,4.51,11.05,8.42,55.8,57.52
421,126300.0,258.72,4.3,9.21,8.42,56.02,57.22
422,126600.0,267.0,4.19,7.71,8.42,56.25,56.94
423,126900.0,272.36,4.33,6.3,8.42,56.46,56.7
424,127200.0,277.14,4.36,5.41,8.42,56.66,56.47
425,127500.0,282.38,4.34,4.55,8.42,56.86,56.24
426,127800.0,287.62,4.32,3.69,8.42,57.06,56.01
427,128100.0,283.33,4.26,2.87,8.42,57.25,55.74
428,128400.0,258.5,4.12,2.15,8.42,57.45,55.37
429,128700.0,233.66,3.98,1.43,8.43,57.65,55.01
430,129000.0,208.82,3.83,0.71,8.43,57.84,54.65
